SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
ABCA13,11.432040345,11.2717783582,11.432040345,11.7155906521,10.7549398031,10.751694432,10.7549398031,10.4694732953
ABCA17P,15.39921524,13.8202201188,15.39921524,14.4023434113,13.2187543195,14.4351315803,13.2187543195,14.1183111678
ABCA2,19.2209395089,21.6471541498,19.2209395089,20.5440808737,24.2443529204,22.5559239339,24.2443529204,21.5882753463
ABCA3,25.1682532628,20.6691178885,25.1682532628,26.6069797871,23.8329604019,25.6060996275,23.8329604019,24.3822154947
ABCA4,16.2355967225,16.1607841344,16.2355967225,16.0790369522,16.4496506594,15.0951056825,16.4496506594,17.884408708
ABCA5,49.40514214,64.8634037564,49.40514214,64.6137400588,62.8583998369,58.3065580658,62.8583998369,51.6511083131
ABCA6,9.72743131764,12.5526689496,9.72743131764,12.0514715333,11.4202347812,13.1015842229,11.4202347812,10.9608681189
ABCA7,38.445341391,49.8686214815,38.445341391,45.5055717259,39.2434977484,39.5090475866,39.2434977484,48.4314177439
ABCA8,15.8570033411,16.1691983993,15.8570033411,16.9273992089,16.8356588087,16.9938612883,16.8356588087,17.8646025558
ABCA9,14.1034236111,14.6868885775,14.1034236111,14.4521862817,14.6310078547,15.2218252636,14.6310078547,15.2825782704
ABCB1,9.75408178664,10.637870401,9.75408178664,10.3957346361,9.66986169855,10.417988944,9.66986169855,9.99461664992
ABCB1 ,13.8507240463,15.3462181687,13.8507240463,16.8792382214,14.0451695319,16.6658313178,14.0451695319,17.2043963344
ABCB10,317.51938773,377.75704925,317.51938773,340.487570339,259.385849911,303.721460708,259.385849911,235.547055848
ABCB11,13.7563934914,14.1292722708,13.7563934914,14.2229447886,15.8182854408,14.1649695972,15.8182854408,14.5126051052
ABCB4,14.0406800774,15.4763113632,14.0406800774,15.8587272012,15.9784992761,14.9467672418,15.9784992761,15.1188126541
ABCB5,19.1735264122,19.5518371123,19.1735264122,17.6232599719,17.0242640091,19.4325906543,17.0242640091,17.5555946107
ABCB6,16.5896964191,17.639585458,16.5896964191,18.4227819108,16.9169471033,23.4637230797,16.9169471033,14.4685328031
ABCB7,285.167489816,231.820688122,285.167489816,210.628116689,264.576424699,174.136852811,264.576424699,209.651076079
ABCB8,25.7151498517,26.4910047295,25.7151498517,33.0706441224,28.1605483836,23.3184246296,28.1605483836,28.466664998
ABCB9,26.0472022444,21.1495412864,26.0472022444,23.2826481939,21.940977419,24.8322795969,21.940977419,26.2137460012
ABCC1,146.771746056,208.553141543,146.771746056,190.73727332,177.543538193,274.85101005,177.543538193,193.916104231
ABCC10,233.111715981,257.846962504,233.111715981,256.896544155,258.054181706,305.488989565,258.054181706,252.067672193
ABCC11,21.8878885472,23.3307934557,21.8878885472,20.7287789336,19.8154043327,20.1290198285,19.8154043327,25.6522434934
ABCC12,15.5361860111,14.1611174375,15.5361860111,15.8437451124,16.1851110803,15.2825782704,16.1851110803,15.6649616304
ABCC13,13.5690598149,14.1596279824,13.5690598149,13.4908134095,13.818412643,15.2170624494,13.818412643,14.8887934593
ABCC2,18.0438128224,22.3727519823,18.0438128224,20.9445131135,19.6127942207,22.989857742,19.6127942207,17.0644302938
ABCC3,65.0860633084,77.8070653158,65.0860633084,71.8026056303,60.6263635976,98.7821863547,60.6263635976,114.916086795
ABCC4,50.10657686,49.1462655848,50.10657686,37.5915350837,37.0623070362,38.9784375652,37.0623070362,28.3643184525
ABCC5,61.1539026129,70.6734944423,61.1539026129,64.5153499206,69.4297164434,69.0588199592,69.4297164434,45.0243661219
ABCC6 ,14.3505141749,15.0262724085,14.3505141749,15.7310199953,14.6905052271,14.1191473348,14.6905052271,15.6180819815
ABCC6P1,13.5776419526,14.7617532637,13.5776419526,13.804768308,12.4198441948,14.0456610558,12.4198441948,15.3415801533
ABCC8,21.2150576201,20.7481760111,21.2150576201,19.0134877327,20.1751749042,20.4177550344,20.1751749042,18.2919800297
ABCC9,15.629786792,15.059381639,15.629786792,15.6524262364,16.6693089726,15.522354219,16.6693089726,16.7584095163
ABCD1,18.5036409593,17.5841196375,18.5036409593,18.1089167877,17.770965565,17.5573617673,17.770965565,17.8957566652
ABCD2,11.9043116551,11.3261721168,11.9043116551,14.1409940173,11.970174104,11.8197881285,11.970174104,11.0560620727
ABCD3,567.897164108,672.066558251,567.897164108,622.976241829,575.964842362,550.675742282,575.964842362,420.087401172
ABCD4,45.7511423592,48.6848444334,45.7511423592,56.2719504972,48.0396626655,60.6118568211,48.0396626655,53.0784527528
ABCE1,1165.35215272,1001.99358854,1165.35215272,761.251551038,830.074612754,925.15416511,830.074612754,684.87907635
ABCF1,598.569598409,597.08658388,598.569598409,500.497082379,542.869504378,682.727700759,542.869504378,504.171076286
ABCF2,121.823217263,120.849499256,121.823217263,91.3041498114,100.454213322,117.508327133,100.454213322,81.4486425886
ABCF3,118.60885628,118.875930188,118.60885628,126.281609283,93.2246161534,112.45561465,93.2246161534,124.503235627
ABCG1,145.497750168,135.162772259,145.497750168,178.034821689,159.012201316,165.793993614,159.012201316,130.410296409
ABCG2,80.98150211,105.834381473,80.98150211,95.6460734337,86.8254052418,85.9526633635,86.8254052418,89.4189690783
ABCG4,18.2722157187,20.2008619293,18.2722157187,20.5491067893,19.2252545551,23.6543811672,19.2252545551,24.0287091463
ABCG5,13.0411129665,12.7142662155,13.0411129665,13.4960858632,12.4198441948,12.2052161249,12.4198441948,12.8455932354
ABCG8,22.1574319832,24.0516954867,22.1574319832,23.4400067612,20.8518202948,22.2907552739,20.8518202948,24.4309927914
ABHD1,17.1434916325,15.0148901962,17.1434916325,16.1004558607,15.3648945529,15.7442487486,15.3648945529,15.8404863807
ABHD10,157.772214234,154.034647776,157.772214234,234.580627862,166.382032286,127.575897611,166.382032286,193.619095082
ABHD11,46.3767255628,49.3623470352,46.3767255628,56.1479104853,36.5332651231,44.2930767821,36.5332651231,59.7565760516
ABHD12,56.3521113576,74.9808445267,56.3521113576,105.925957642,66.790902351,77.4157210541,66.790902351,82.2572794346
ABHD12B,14.457100586,12.5314496291,14.457100586,17.0216530943,13.7995074377,13.5389687986,13.7995074377,12.9971042444
ABHD13,63.5416615249,51.4455527135,63.5416615249,51.6952863779,46.9619656903,40.6937960302,46.9619656903,50.0272254988
ABHD14A,49.5773098106,61.2365917544,49.5773098106,51.3428211228,45.4181162095,48.9065765723,45.4181162095,37.8866744081
ABHD14B,37.8768970502,54.356794776,37.8768970502,64.0006043081,58.7489374582,65.3059839022,58.7489374582,55.2156557424
ABHD15,58.3521010719,57.8447402739,58.3521010719,75.9262207492,48.6356411356,60.9334479763,48.6356411356,62.4454271664
ABHD2,56.0319532669,46.3888965002,56.0319532669,45.0178989061,44.3776744842,42.658820726,44.3776744842,58.6343445809
ABHD3,332.936569098,994.956804572,332.936569098,1125.83274293,367.961762787,812.048565246,367.961762787,1244.99437169
ABHD4,44.575216744,49.3963114154,44.575216744,59.1521662504,54.2512171889,61.8268241867,54.2512171889,52.0706478639
ABHD5,42.8457013131,53.173597217,42.8457013131,61.0801285216,57.1330507005,53.4587165181,57.1330507005,66.9463576477
ABHD6,43.5323847783,51.7040588373,43.5323847783,56.8918274207,71.1119203226,71.459872373,71.1119203226,54.506037081
ABHD8,16.5522989618,14.4223256798,16.5522989618,17.6508026044,14.3877713633,15.155161284,14.3877713633,16.5485887987
ABI1,218.15876358,220.34082109,218.15876358,226.430788849,243.351986546,265.648942598,243.351986546,310.583788344
ABI2,94.2128780103,87.9681807802,94.2128780103,84.0474731832,100.371609017,90.3868883217,100.371609017,98.9899135983
ABI3,23.2853098709,25.4913656708,23.2853098709,22.1897237075,24.3948147749,30.2079843857,24.3948147749,26.3693181002
ABI3BP,15.5391439688,16.5452057333,15.5391439688,16.5366661795,17.4209650567,14.9774485492,17.4209650567,16.0470539234
ABL1,328.302819472,276.713176928,328.302819472,284.436672331,326.662128998,294.472633122,326.662128998,260.640001519
ABL2,235.400548514,177.543538193,235.400548514,224.288833221,200.76645657,181.496295876,200.76645657,551.233094841
ABLIM1,365.954657562,610.934024068,365.954657562,435.195083989,583.617785314,939.999597117,583.617785314,316.335969803
ABLIM2,36.6092090319,39.7236455408,36.6092090319,37.8272247231,49.4627229204,45.543107476,49.4627229204,61.8976597365
ABLIM3,22.0832824712,25.5538821275,22.0832824712,27.9104643522,22.0191853955,26.222144594,22.0191853955,27.1559684159
ABO,18.5922158313,19.9235454788,18.5922158313,20.3533923886,19.6871762096,24.035725136,19.6871762096,21.518840104
ABP1,12.9732538728,11.3261721168,12.9732538728,12.3892381417,12.7809193305,11.5612424312,12.7809193305,11.6957955837
ABR,98.8961196746,110.541834445,98.8961196746,85.4553767639,120.208970645,96.0316769412,120.208970645,163.012033994
ABRA,15.3277064749,14.1860685588,15.3277064749,14.8963764831,14.2681185414,14.8758202553,14.2681185414,16.0480385374
ABT1,150.039366446,145.798475722,150.039366446,155.592506896,136.87689597,139.299436497,136.87689597,133.329302046
ABTB1,25.8201491832,24.0841195536,25.8201491832,23.2264664301,23.2493267409,21.2025470368,23.2493267409,25.5151204177
ABTB2,35.591596681,30.8546117591,35.591596681,31.98230337,31.9286651303,32.6829155518,31.9286651303,38.2367598183
ACAA1,239.211363834,253.185919691,239.211363834,316.74036295,260.324239203,310.654523083,260.324239203,311.103718632
ACAA2,43.1381398923,40.0139144049,43.1381398923,41.1619889417,50.9293520365,46.3111855003,50.9293520365,39.1082362295
ACACA,262.062966293,207.691692983,262.062966293,194.961112816,238.283379195,240.311961023,238.283379195,195.381386978
ACACB,21.4151322261,23.4312610388,21.4151322261,23.6625719106,22.0668815235,23.4685342337,22.0668815235,22.5886660414
ACAD10,25.2650048349,21.4205739934,25.2650048349,21.1158392299,24.0665254737,21.3242070943,24.0665254737,21.0675078329
ACAD11 ,147.961669909,135.059427443,147.961669909,166.382032286,154.170871289,108.06304684,154.170871289,107.22703728
ACAD8,217.754918185,214.220448737,217.754918185,276.138326342,227.734447005,204.825071734,227.734447005,179.279684255
ACAD9,52.4309626851,54.1499504518,52.4309626851,52.6465726616,52.9556663474,56.8185218147,52.9556663474,53.3948664318
ACADL,15.1639443466,17.0581229685,15.1639443466,18.0021300903,16.3319738533,15.8293545801,16.3319738533,15.5068140203
ACADM,850.927719066,939.999597117,850.927719066,867.27365838,833.299761177,730.446083177,833.299761177,576.957305377
ACADS,49.4176703278,50.250954085,49.4176703278,52.5819555745,43.5159486707,45.7398366528,43.5159486707,57.1452196892
ACADSB,40.0927689174,48.8602700327,40.0927689174,85.6338930778,54.5861181444,38.9493244604,54.5861181444,48.3924189429
ACADVL,805.905469858,850.927719066,805.905469858,1142.30763487,962.55535072,1180.55566622,962.55535072,1885.99378157
ACAN,19.2252545551,19.2540042974,19.2252545551,20.402194771,21.4856767648,22.2245356142,21.4856767648,24.0841195536
ACAP1,15.6017211497,18.0110762254,15.6017211497,15.806462561,16.4365088067,16.6192316659,16.4365088067,17.7464385259
ACAP2,246.50067499,257.14035211,246.50067499,286.006464104,237.847027478,230.538582864,237.847027478,302.89590047
ACAP3,28.8762959836,28.1152401794,28.8762959836,26.8921040441,34.7408345088,34.5040264816,34.7408345088,29.5837959679
ACAT1,57.5078815474,54.3754614208,57.5078815474,52.3658961319,55.9806777715,53.8515822351,55.9806777715,49.7440024771
ACAT2,1359.84640543,1295.76598194,1359.84640543,947.763520716,934.292028095,885.453738724,934.292028095,874.89511318
ACBD3,578.145716576,532.20362297,578.145716576,662.827184876,576.387781888,608.701512237,576.387781888,846.781026922
ACBD4,39.9665009039,37.6356575887,39.9665009039,39.3624097088,35.9594191047,38.8076663371,35.9594191047,41.8589481288
ACBD5,165.883773704,184.626832892,165.883773704,174.817344768,175.511624709,176.806819998,175.511624709,147.573529626
ACBD6,285.535885983,306.442526166,285.535885983,282.596651853,337.969313597,296.851881213,337.969313597,202.809992833
ACCN1,24.1315537759,24.5331777624,24.1315537759,22.4830628031,24.0014799532,23.6281953885,24.0014799532,24.4956219852
ACCN2,47.4857413155,49.6068295228,47.4857413155,38.4529844274,58.5480878798,47.7477591785,58.5480878798,28.320715849
ACCN3,12.1984696088,11.6441128462,12.1984696088,12.3892381417,12.6004133896,12.3054979839,12.6004133896,11.5446619492
ACCN4,22.6113194419,22.3285276785,22.6113194419,25.5422523826,21.0612275073,19.9183213917,21.0612275073,23.9968072312
ACCN5,16.3465413573,15.5428901917,16.3465413573,15.4268700028,17.088796517,16.5833215994,17.088796517,15.3867054074
ACCS,43.4428446701,30.1764757957,43.4428446701,42.4718427114,37.5009716065,35.2166983921,37.5009716065,36.0535055316
ACD,145.865707473,146.405617453,145.865707473,158.321543647,99.9039145733,88.292684054,99.9039145733,107.670923304
ACE,14.8438481931,14.9757253514,14.8438481931,15.5902376222,15.9757233397,14.6602275998,15.9757233397,16.3159562254
ACE2,13.9087912446,16.0689983501,13.9087912446,15.6965341241,14.296360609,15.2861278369,14.296360609,12.8548143692
ACER1,20.2911396424,15.5428901917,20.2911396424,17.5845876329,19.3959776033,19.1979328152,19.3959776033,19.2369658487
ACER3,183.70380952,144.801931018,183.70380952,148.345506811,116.739712155,115.166735253,116.739712155,157.772214234
ACHE,12.1075181217,13.6401733579,12.1075181217,12.4546858578,12.1428343033,13.551307618,12.1428343033,14.0808680327
ACIN1,118.875930188,111.604267305,118.875930188,84.0314778327,105.388876754,102.997830521,105.388876754,101.883653123
ACLY,2133.29934671,2204.11495073,2133.29934671,2426.28502459,2008.69938683,2199.25784888,2008.69938683,2079.27881431
ACMSD,14.6396325313,16.3594326209,14.6396325313,16.1774098395,15.5358332461,18.465559061,15.5358332461,15.51208431
ACN9,287.227197197,270.183684426,287.227197197,310.816900142,272.435053329,253.022877353,272.435053329,173.491964663
ACO1,286.286385214,312.306910329,286.286385214,371.373864172,321.390173728,311.033474772,321.390173728,256.328416952
ACO2,163.348250185,175.947268478,163.348250185,201.355033714,182.308941304,182.578410808,182.308941304,181.630864708
ACOT1 ,56.6259777845,62.8959949637,56.6259777845,78.6190911147,69.5469297585,64.7716511794,69.5469297585,51.3000780961
ACOT11,21.8862363909,23.1186489274,21.8862363909,21.104923626,20.216248124,24.8795378581,20.216248124,23.3482108747
ACOT12,12.9603987259,14.0437355102,12.9603987259,11.2485304914,12.1496404857,12.4515188307,12.1496404857,12.8947275407
ACOT13,504.690497082,542.869504378,504.690497082,586.033931825,577.217090104,621.010977733,577.217090104,445.617285753
ACOT4,15.662162411,18.0444154915,15.662162411,19.6539199848,14.9214410418,14.5738613609,14.9214410418,14.7980985553
ACOT6,10.1020105981,10.0857974702,10.1020105981,10.7812619196,10.2978653853,11.5290278203,10.2978653853,11.729622717
ACOT7,664.906727903,598.867139611,664.906727903,455.73845235,453.176424356,719.894532749,453.176424356,1158.50708669
ACOT8,45.6352261953,43.6465304355,45.6352261953,49.7033398784,48.4314177439,52.609054996,48.4314177439,62.156896198
ACOT9,794.827788846,680.494242394,794.827788846,498.922602423,653.202239089,534.527999798,653.202239089,543.75841306
ACOX1,56.1479104853,65.9451580965,56.1479104853,66.4405031142,67.5533221693,77.2360745196,67.5533221693,62.7149400461
ACOX2,14.0348550694,17.3646237959,14.0348550694,21.1632313541,17.0569148322,16.4883777023,17.0569148322,17.8424485972
ACOX3,67.4869829106,73.4333233606,67.4869829106,78.3712617588,79.2731459533,83.0429667848,79.2731459533,82.1075775255
ACOXL,17.6697631849,17.5247657866,17.6697631849,17.5247657866,16.876713819,16.8743555264,16.876713819,16.3581431965
ACP1,308.492258809,258.4240888,308.492258809,231.56837818,248.069320257,271.952204932,248.069320257,234.519871785
ACP2,187.698498407,183.652168063,187.698498407,204.462919544,153.622818999,179.066332659,153.622818999,149.408429214
ACP5,46.2601931419,65.8053193998,46.2601931419,51.8496560891,49.7440024771,54.8558389324,49.7440024771,49.7768989052
ACP6,182.702967416,163.200131978,182.702967416,193.351927757,220.694738369,162.526881319,220.694738369,131.049555524
ACPL2,26.3669869689,26.450961907,26.3669869689,41.3090668241,21.4913341769,26.760830614,21.4913341769,30.3368696889
ACPP,18.2239612711,20.3249858816,18.2239612711,17.2981669327,19.1827193323,20.7434460618,19.1827193323,19.058350192
ACPT,32.4657065457,33.9749817853,32.4657065457,26.9812102544,33.2588019739,33.0369621155,33.2588019739,34.3865898248
ACR,12.9925505348,11.7500885756,12.9925505348,13.4480972904,13.0266347249,14.5150536915,13.0266347249,12.8947275407
ACRBP,18.6347026674,18.8934391929,18.6347026674,20.189654693,20.2627542378,20.7139695306,20.2627542378,20.4684757721
ACRC,40.3771514168,53.6488748938,40.3771514168,31.3090877458,54.3464922334,54.9523121806,54.3464922334,42.1486980293
ACRV1,19.7131893591,17.4747633362,19.7131893591,18.3405466335,19.6844802159,21.198211782,19.6844802159,17.8573788153
ACSBG1,14.5855627376,14.786181389,14.5855627376,15.7271469055,15.5726389686,15.6436867599,15.5726389686,13.914123007
ACSBG2,23.019670378,25.7990196384,23.019670378,24.636207025,24.8823132528,19.5039483959,24.8823132528,29.8793241743
ACSF2,133.888260367,163.269681105,133.888260367,129.980892833,263.016768868,178.24543084,263.016768868,124.918966998
ACSF3,25.5336780803,24.7618675934,25.5336780803,23.0726464794,21.5856373024,24.3779413854,21.5856373024,26.1067801101
ACSL1,1057.45395451,1282.04560923,1057.45395451,1331.78269406,1578.35115384,1686.27874314,1578.35115384,1670.68074255
ACSL3,1065.55328638,1155.85210897,1065.55328638,1732.65015529,996.876497854,1091.71589889,996.876497854,1531.30022983
ACSL4,169.230661195,148.1795682,169.230661195,142.536772034,199.184469034,108.623362064,199.184469034,112.85325662
ACSL5,15.3741387705,15.4270526181,15.3741387705,15.0850352569,17.6797110028,14.7978594809,17.6797110028,13.97155342
ACSL6,15.650100383,15.0473067431,15.650100383,15.1122293493,15.7615185179,14.6505079507,15.7615185179,14.8990413657
ACSM1,16.3159562254,16.2972907181,16.3159562254,14.8731408961,14.6494184482,14.1743865428,14.6494184482,15.7080051996
ACSM2A ,13.679043519,13.5263239667,13.679043519,13.935583866,13.6989779138,14.996424217,13.6989779138,14.5750815478
ACSM3,16.2155228024,16.4688344052,16.2155228024,17.2864454132,17.2683708411,17.1511558962,17.2683708411,17.5741404334
ACSM5,20.0180439515,21.0932940567,20.0180439515,19.5311384178,20.2195536162,21.7595342996,20.2195536162,20.0633557176
ACSS1,25.0891689341,23.7400260207,25.0891689341,23.2731055127,25.344878907,24.0005748567,25.344878907,24.6641763786
ACSS2,521.424408642,747.723565728,521.424408642,1259.01460588,821.956617327,905.572792571,821.956617327,1314.84324511
ACSS3,12.6958259113,14.4852686709,12.6958259113,13.4158805965,14.053698369,13.7513358856,14.053698369,14.5450165561
ACTA1,21.3592184328,19.9899491606,21.3592184328,17.8735280753,17.683778941,15.662162411,17.683778941,18.0404518179
ACTA2,21.4264232349,23.1923719678,21.4264232349,30.5037097467,21.9230735443,18.6376369797,21.9230735443,30.7245571084
ACTB,7167.87146964,6821.85252891,7167.87146964,6449.73741513,6926.42815102,6572.41368578,6926.42815102,6779.48944837
ACTC1,20.900675681,19.8371183548,20.900675681,17.2059428916,15.8333366122,22.5244406465,15.8333366122,15.8039812469
ACTG1,6503.60042087,6252.4315481,6503.60042087,5995.99000139,6317.33482046,6503.60042087,6317.33482046,6449.73741513
ACTG2,21.1957694171,20.8444159294,21.1957694171,21.9895757699,21.988336439,19.9076103765,21.988336439,20.8415580352
ACTL6A,539.723648806,543.75841306,539.723648806,525.840355359,397.410617434,449.735945111,397.410617434,472.56093763
ACTL6B,16.8265277689,17.2849401414,16.8265277689,16.9160181637,17.6335413592,16.1646549092,17.6335413592,17.0450392143
ACTL7A,24.2013380118,20.7297644947,24.2013380118,20.1861779428,20.8360573825,21.0531166402,20.8360573825,18.4613071469
ACTL7B,27.3842585112,26.4132893299,27.3842585112,24.8944304015,26.6513655079,27.1486714095,26.6513655079,30.3973267834
ACTL8,33.1943442785,25.4150590957,33.1943442785,26.1583392506,26.1902586141,30.8993875714,26.1902586141,26.6182674424
ACTL9,14.5579732091,13.8515468518,14.5579732091,13.2584943095,14.0348550694,16.503898315,14.0348550694,15.0829948996
ACTN1,970.255410986,795.340023215,970.255410986,708.013053246,925.15416511,805.905469858,925.15416511,962.55535072
ACTN2,18.3383334814,16.7215084941,18.3383334814,17.751362105,17.3121190349,17.2864454132,17.3121190349,17.7159302897
ACTN3,19.6993938441,20.6813589475,19.6993938441,17.4902478468,18.4171069553,17.725715729,18.4171069553,20.0519130021
ACTN4,824.531116789,855.477474051,824.531116789,755.731780135,835.796911774,747.723565728,835.796911774,926.361411229
ACTR10,1670.68074255,1836.61546287,1670.68074255,1933.05811456,1617.03362368,1811.7557272,1617.03362368,1821.28229803
ACTR1A,700.286563774,688.993371339,700.286563774,665.768746543,684.87907635,647.968584509,684.87907635,697.284219732
ACTR1B,186.614853265,193.619095082,186.614853265,269.905580929,215.08043947,185.337864351,215.08043947,224.603865935
ACTR2,442.968453518,389.7711595,442.968453518,324.621632957,414.45494347,387.279412736,414.45494347,356.029731744
ACTR3,695.13283595,651.328675753,695.13283595,564.952874221,675.212263466,642.291902546,675.212263466,647.596351657
ACTR3B,64.5364023639,58.071224548,64.5364023639,58.6165657438,71.2723252454,53.7140479711,71.2723252454,47.1154207468
ACTR3B ,60.086623388,47.5296758345,60.086623388,44.9194198974,70.6734944423,61.5400305514,70.6734944423,49.880791036
ACTR3C,15.5609879969,22.5372522907,15.5609879969,17.382792662,17.0297289441,18.7169879893,17.0297289441,17.986261225
ACTR5,62.8054939375,57.7830173532,62.8054939375,62.4363309214,50.7992239665,66.7026136968,50.7992239665,67.7437927309
ACTR6,96.5194630571,95.5213507587,96.5194630571,98.5287167841,97.9638018507,98.2827019623,97.9638018507,105.174183403
ACTR8,78.8650409926,84.6497276587,78.8650409926,75.4085766827,77.3289671836,66.2113072329,77.3289671836,84.2674047521
ACTRT2,17.5111283798,16.3895885022,17.5111283798,16.6418202176,16.5492698095,18.0773924491,16.5492698095,16.8698028845
ACVR1,440.079222906,445.048965618,440.079222906,475.650949847,537.500702589,445.617285753,537.500702589,510.486781205
ACVR1B,39.0277836117,37.4422699435,39.0277836117,36.2933288744,39.5979538553,42.2899926246,39.5979538553,42.0165028524
ACVR1C,18.0090416401,19.0654512359,18.0090416401,21.5070759645,25.1280929596,21.2862870748,25.1280929596,26.872692002
ACVR2A,89.8710442169,93.0291612447,89.8710442169,107.606454807,107.10796956,94.4091860915,107.10796956,88.1767995336
ACVR2B,29.469193641,25.8169762799,29.469193641,28.3067239442,28.5751382926,33.3305905362,28.5751382926,33.623750895
ACVRL1,19.5185805503,17.6116650916,19.5185805503,21.1359737199,18.0356598566,18.8934391929,18.0356598566,17.8478543476
ACY1,113.08630213,95.3650730677,113.08630213,94.4091860915,103.890611129,108.644359074,103.890611129,86.0768466003
ACY3,16.932867062,16.2033542472,16.932867062,14.9993264236,15.3841114698,16.5649654334,15.3841114698,18.0551532719
ACYP1,189.654564333,205.330114619,189.654564333,228.447802219,158.59686314,170.829251684,158.59686314,178.730961223
ACYP2,203.825551454,277.304853747,203.825551454,406.099378341,288.32337101,274.73562737,288.32337101,359.774737286
ADA,176.090644571,201.400345737,176.090644571,159.242718503,228.648265509,227.24914515,228.648265509,118.309608096
ADAD1,15.0598917283,14.3182808875,15.0598917283,15.4974616508,17.0747120925,16.4952904429,17.0747120925,15.2610155519
ADAD2,32.0260615345,28.7585843551,32.0260615345,29.7693007144,38.4039166438,36.6502895326,38.4039166438,37.8358195634
ADAL,47.8639232388,44.5099332412,47.8639232388,39.0631895591,51.6113164094,51.0890951911,51.6113164094,46.0859138949
ADAM10,575.33091821,476.072816689,575.33091821,453.549109543,411.96331928,362.667828597,411.96331928,446.691285521
ADAM11,20.4565270692,21.0385204709,20.4565270692,19.2961436436,19.9149784908,16.1863611465,19.9149784908,19.3068989998
ADAM12,18.0323985307,18.3693429347,18.0323985307,18.4396904788,18.0834042675,18.2182557217,18.0834042675,18.7763973551
ADAM15,145.457685514,179.475352183,145.457685514,157.910771343,216.16742594,208.763115034,216.16742594,146.405617453
ADAM17,146.16071768,167.650775998,146.16071768,176.283863117,150.039366446,191.933029982,150.039366446,188.847288521
ADAM18,15.6165187648,15.9657858948,15.6165187648,18.3649252371,16.9426707819,17.6732443931,16.9426707819,17.5592929774
ADAM19,41.7861028958,33.6839511652,41.7861028958,32.3414926771,31.6598545161,38.3846986994,31.6598545161,95.3650730677
ADAM2,10.4534044744,9.45760722007,10.4534044744,10.0795898456,10.593140018,10.6499573742,10.593140018,10.2094661606
ADAM20,19.0916785993,19.9942396195,19.0916785993,19.2003797524,19.328367838,17.9463544806,19.328367838,19.2209395089
ADAM21,35.2245320021,30.6507380927,35.2245320021,27.4415569735,32.2894401729,29.4664844542,32.2894401729,26.6339976761
ADAM21 ,18.9303151248,16.0745753495,18.9303151248,14.8793202258,15.0702019824,21.0531166402,15.0702019824,13.1086298046
ADAM22,16.4706210208,15.4003602132,16.4706210208,16.2306288134,17.4379670617,17.5784081788,17.4379670617,16.4776660159
ADAM23,27.8071884618,33.0232147254,27.8071884618,27.6642404031,25.1495849873,34.8695866588,25.1495849873,28.4582357914
ADAM28,16.1607841344,16.0837651569,16.1607841344,17.02090658,16.9151362873,17.3980455037,16.9151362873,17.0483365835
ADAM29,15.3133082287,15.5568866292,15.3133082287,14.8633702299,16.3709268414,14.606567332,16.3709268414,14.8929603939
ADAM30,13.8210179765,14.0555529219,13.8210179765,14.5354400696,13.3895082144,16.1765527364,13.3895082144,13.4352119051
ADAM32,12.1008511808,12.3078362281,12.1008511808,13.0734453951,13.862263515,12.8377943839,13.862263515,14.752740782
ADAM33,31.8859441068,37.5620841338,31.8859441068,33.3215732943,32.7529629528,32.6387420957,32.7529629528,37.6395681073
ADAM3A,11.5260166229,11.7784492791,11.5260166229,13.5929349396,12.2439180551,10.4349587024,12.2439180551,11.8804416364
ADAM5P,15.656203407,13.997211568,15.656203407,13.9758451717,14.9155454769,12.9041073435,14.9155454769,13.1331985378
ADAM6,27.6025049215,23.7108715059,27.6025049215,24.1605166626,21.7712489842,24.4733332333,21.7712489842,21.8447412072
ADAM7,15.2391919899,13.9087912446,15.2391919899,13.1569584387,13.8467161381,14.268567306,13.8467161381,13.9902647272
ADAM8,41.2725073083,36.5504256843,41.2725073083,53.7490874686,29.3447165554,36.9325784116,29.3447165554,95.6829825918
ADAM9,370.522262748,337.667464214,370.522262748,321.031598233,424.583199938,339.614426744,424.583199938,364.930067095
ADAMDEC1,14.8749963208,13.3493214558,14.8749963208,13.5393238244,14.1381274372,13.2472363226,14.1381274372,14.5593705847
ADAMTS1,1684.03447912,1165.35215272,1684.03447912,416.027430283,1140.26684718,551.015544943,1140.26684718,362.051266762
ADAMTS10,23.9015428672,22.0502373813,23.9015428672,22.1584280579,21.5043220401,22.9155911068,21.5043220401,22.3732755289
ADAMTS12,20.9857784217,19.522212453,20.9857784217,19.9696217155,21.2174302694,21.0972977313,21.2174302694,21.3448207904
ADAMTS13,22.1413154218,22.231055921,22.1413154218,24.2309844444,23.7925052024,26.3310400515,23.7925052024,26.1583392506
ADAMTS14,19.6631285407,15.8227925766,19.6631285407,19.914254793,18.1215403529,21.7085711839,18.1215403529,27.4464226849
ADAMTS15,20.9534862159,19.9195390844,20.9534862159,17.414345103,17.2723157133,18.7381015438,17.2723157133,21.5474366082
ADAMTS16,23.8884493162,23.6821622918,23.8884493162,23.0314071435,22.7529648693,23.094716095,22.7529648693,23.6591249019
ADAMTS17,15.3317900146,14.1966399718,15.3317900146,15.3180958395,14.3327750937,14.3868898748,14.3327750937,15.143268904
