SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
LRFN3,34.0383960473,35.4955527305,34.0383960473,37.0306564891,33.7615444998,31.0312700337,33.7615444998,33.3787432987
LRFN4,25.7961080348,28.6895548469,25.7961080348,22.3601419072,22.9196638368,20.8616804376,22.9196638368,19.7159713631
LRFN5,11.8610236914,12.657128574,11.8610236914,12.0439251443,13.9855979844,13.1214993046,13.9855979844,13.4138528201
LRG1,23.3128483941,27.5251181662,23.3128483941,21.6471541498,24.2225051586,26.8209522479,24.2225051586,29.2699838382
LRGUK,18.669058912,13.8515468518,18.669058912,17.0343082387,17.4697829024,15.6995616286,17.4697829024,17.5194798997
LRIG1,28.0519487168,23.2073375855,28.0519487168,26.7995442736,21.8782443165,20.9203849953,21.8782443165,21.2592645775
LRIG2,42.2966861878,40.4249840745,42.2966861878,38.6652879254,41.9297470686,41.9930729521,41.9297470686,40.0927689174
LRIG3,213.31674838,160.818722684,213.31674838,95.5268288415,159.306962673,145.959184619,159.306962673,50.3043597835
LRIT1,16.7090713238,18.2275603991,16.7090713238,16.2481262288,17.7504475563,17.8310552516,17.7504475563,18.3184262034
LRMP,15.4361768281,15.0448747758,15.4361768281,14.154682533,14.2885648927,14.2829685635,14.2885648927,13.8703187126
LRP1,19.9149784908,22.1477456555,19.9149784908,21.4437466906,25.6367172362,24.0308726351,25.6367172362,26.8468930126
LRP10,219.20085447,261.980501689,219.20085447,257.14035211,279.104338068,251.565419072,279.104338068,326.662128998
LRP11,1352.56106827,2128.76217101,1352.56106827,2593.35017281,2601.3647442,2840.28708647,2601.3647442,2709.31255234
LRP12,150.490109782,176.835418114,150.490109782,229.961191664,172.327541375,159.968286509,172.327541375,252.605088461
LRP1B,11.7618124964,11.0024292556,11.7618124964,12.0035933556,11.8387482917,11.5726859696,11.8387482917,11.6254704313
LRP2,14.3349291959,13.7914026137,14.3349291959,13.7760353815,14.4176170207,15.0486345501,14.4176170207,14.455905891
LRP2BP,12.8928196034,14.0617897629,12.8928196034,12.8050949691,14.1860685588,13.3877201508,14.1860685588,14.6043802805
LRP3,39.4039976949,34.8968578178,39.4039976949,35.7415873222,31.5452195899,29.5164317757,31.5452195899,37.2471959324
LRP4,74.5294714063,91.3820221775,74.5294714063,97.9255137777,99.9914245344,79.7463112904,99.9914245344,84.356782315
LRP5,17.5355090315,18.3122252707,17.5355090315,21.0107549087,17.9549979943,20.1890204305,17.9549979943,18.4932245248
LRP5L,25.5508018069,22.4411548578,25.5508018069,25.6856441271,20.3270760991,22.6145122927,20.3270760991,22.6616641436
LRP6,52.6647944348,49.9094675718,52.6647944348,49.942435096,53.9398119282,55.3463167744,53.9398119282,58.0101760316
LRP8,118.102356698,201.856087984,118.102356698,159.306962673,68.2357926619,163.584823069,68.2357926619,175.133118233
LRPAP1,237.530823459,285.653766196,237.530823459,377.156750357,324.468843761,309.053969732,324.468843761,329.187445619
LRPPRC,339.065679192,295.85711819,339.065679192,241.390799638,277.682586832,291.682069536,277.682586832,234.804032177
LRRC1,96.4931259246,107.893638707,96.4931259246,96.6067101772,130.590040782,111.813397631,130.590040782,122.725728521
LRRC10B,44.1223174437,32.3798016824,44.1223174437,38.0433167564,34.1875575734,46.5105282502,34.1875575734,38.8671985289
LRRC14,31.7134042261,29.626558816,31.7134042261,32.2060843258,31.9342981178,29.9774922365,31.9342981178,35.6579038209
LRRC15,17.7977549837,16.2518722167,17.7977549837,18.9678104107,17.9257779389,18.9467477881,17.9257779389,18.1106728246
LRRC16A,41.5904338193,42.1628660433,41.5904338193,34.2330570443,42.3379304407,39.3467987257,42.3379304407,49.7364917002
LRRC16B,42.8065205132,31.6598545161,42.8065205132,46.4734770922,37.7306156543,33.292341564,37.7306156543,52.0586277911
LRRC17,14.7568207738,15.2007515604,14.7568207738,14.2152964426,13.0984179959,14.0077535056,13.0984179959,14.0621054584
LRRC18,12.4191933215,12.1730444704,12.4191933215,12.5078953921,13.7500049043,12.9723853453,13.7500049043,12.7221407948
LRRC19,12.298890815,11.7178559156,12.298890815,11.1861936953,11.5906404549,11.4202347812,11.5906404549,11.4876483172
LRRC2,14.5450165561,14.7712985182,14.5450165561,14.5495174815,13.9792413506,14.5354400696,13.9792413506,14.4654884571
LRRC20,18.8435254099,23.6453011564,18.8435254099,25.9349567442,25.6977633686,20.2890950033,25.6977633686,23.1147144205
LRRC23,14.8408067764,17.7587440035,14.8408067764,21.8602399224,16.2481262288,16.4022650275,16.2481262288,15.3169645046
LRRC25,14.4256339713,16.1026346495,14.4256339713,13.872353235,15.3709878116,16.6425465094,15.3709878116,14.6387597911
LRRC27,23.1993386225,24.2989747688,23.1993386225,25.325619259,24.9146181367,22.9599803345,24.9146181367,25.0933912699
LRRC28,28.3373463598,29.7211390888,28.3373463598,31.3308526389,30.3507486221,30.8437456877,30.3507486221,29.8857383977
LRRC29,16.1641257533,14.9605876752,16.1641257533,16.9696145823,18.4769140332,17.953067952,18.4769140332,18.1168613063
LRRC3,15.3133082287,16.9749894192,15.3133082287,15.7671452465,14.3388109034,14.9484769929,14.3388109034,17.27705175
LRRC31,16.3175950228,14.7617532637,16.3175950228,16.7529660476,15.3299555834,16.3398168935,15.3299555834,17.10618787
LRRC32,46.8578017398,41.6185941084,46.8578017398,36.2099566443,43.2924205986,50.7767967005,43.2924205986,43.3237133311
LRRC33,12.0506308732,12.6917618696,12.0506308732,13.0379302466,14.0348550694,15.3290501961,14.0348550694,13.3135706677
LRRC34,12.2450501342,11.2984808357,12.2450501342,11.4480600431,10.8916828917,11.6841203497,10.8916828917,10.9883652372
LRRC36,38.890247086,36.5439012649,38.890247086,30.0097477787,35.0968347194,28.2578076186,35.0968347194,30.4462782802
LRRC37A2,169.710306809,173.845717588,169.710306809,186.136052771,202.809992833,178.034821689,202.809992833,211.84774963
LRRC37A3,27.6866413351,28.9019202511,27.6866413351,33.0351691164,37.4497124844,38.7704900879,37.4497124844,36.1030526847
LRRC37A4,12.4775074823,15.4624667854,12.4775074823,13.0500979051,17.0191469702,16.6763038958,17.0191469702,15.1244025421
LRRC37B,88.7840113291,105.955825106,88.7840113291,133.387641268,99.1352546354,98.6971940958,99.1352546354,127.417931748
LRRC37B2,19.1111587617,15.3909136149,19.1111587617,17.5052863188,17.9566682763,19.7441194532,17.9566682763,16.1301859869
LRRC38,14.1751183273,15.4470522223,14.1751183273,13.9286483023,15.3299555834,13.3221165461,15.3299555834,13.2995354837
LRRC39,14.9033839955,16.0137636754,14.9033839955,15.8529870137,19.5690672904,17.4085005347,19.5690672904,16.5313904758
LRRC3B,13.941634869,14.3470995112,13.941634869,14.5747468863,13.3558566606,14.0149898952,13.3558566606,14.6387597911
LRRC4,19.0672727603,19.0694556563,19.0672727603,17.2374513979,19.3736066872,19.4762704507,19.3736066872,19.2771931112
LRRC40,171.465261088,155.714712688,171.465261088,155.275879593,160.718676036,169.526697357,160.718676036,145.004678019
LRRC41,62.8583998369,60.8491832409,62.8583998369,63.9322533957,61.0168498996,70.8184179461,61.0168498996,60.2863803559
LRRC42,578.929944789,543.47165636,578.929944789,412.599484233,412.880607557,417.698876843,412.880607557,413.237166541
LRRC43,45.1892492152,45.0243661219,45.1892492152,45.543107476,53.9140983891,55.9806777715,53.9140983891,44.0009135007
LRRC45,33.4377358255,43.7210692202,33.4377358255,36.8443957929,43.5021536991,31.7212959869,43.5021536991,42.6913134341
LRRC46,17.9320698725,19.1563465945,17.9320698725,18.9139789735,20.2775344612,19.6785513242,20.2775344612,21.1578390452
LRRC47,1259.01460588,1301.50530203,1259.01460588,1191.0302779,1211.53570474,1453.30795559,1211.53570474,1201.42721943
LRRC48,20.6174607409,21.1286259616,20.6174607409,21.3797887237,17.522522735,16.5869380982,17.522522735,16.8445234048
LRRC49,132.673187314,87.6009566818,132.673187314,84.2059525179,88.1175467982,63.8776454473,88.1175467982,46.7269527062
LRRC4B,10.7944177848,11.4110641775,10.7944177848,12.4930908208,11.6191471538,10.915412022,11.6191471538,11.7135504336
LRRC4C,15.0376764559,15.5936570804,15.0376764559,15.6985702404,17.0959233164,15.7310199953,17.0959233164,15.981917334
LRRC50,15.0310401585,17.1192386725,15.0310401585,19.1812828656,15.6141762787,15.3529394469,15.6141762787,15.3925523067
LRRC52,37.2911618533,37.5956823763,37.2911618533,32.1493423093,35.2946871846,35.7970801314,35.2946871846,38.6825798678
LRRC55,12.5728151036,13.5900237074,12.5728151036,13.2871352752,12.710301916,12.8871850632,12.710301916,12.5564216268
LRRC56,37.6439554525,35.8534342977,37.6439554525,34.7678685893,40.5963922162,32.6570754999,40.5963922162,37.6626621967
LRRC57,153.648551565,164.672788376,153.648551565,206.656272944,158.388138948,148.961240294,158.388138948,202.769319003
LRRC58,122.338916094,118.785099093,122.338916094,141.890765006,110.808859631,110.258156824,110.808859631,117.950643759
LRRC59,90.5366861223,75.845440775,90.5366861223,80.2340427195,69.7531841578,89.5571144867,69.7531841578,89.3868770419
LRRC61,20.5791185601,24.0516954867,20.5791185601,21.6985879622,21.5198852238,30.2734180129,21.5198852238,22.5932966126
LRRC63,23.2425762637,11.9755696072,23.2425762637,11.8177453415,12.6881900245,12.2887425004,12.6881900245,12.7493975168
LRRC66,18.967174124,16.3798144671,18.967174124,16.3605160418,17.9872349107,20.1383342037,17.9872349107,19.8702688612
LRRC68,16.5479078159,17.2123226679,16.5479078159,17.6650686246,16.2306288134,16.5125306315,16.2306288134,15.6719542766
LRRC69,89.1498324108,88.5435378778,89.1498324108,64.127803979,83.696993149,87.6173990742,83.696993149,74.5973710273
LRRC7,16.6178081829,14.3321525658,16.6178081829,15.2971178962,14.5607551694,14.3340244748,14.5607551694,15.9007933563
LRRC8A,1061.47649286,1041.73238541,1061.47649286,1491.38722957,1003.60840221,1276.71348722,1003.60840221,2665.0205936
LRRC8B,15.2729871951,22.9402387986,15.2729871951,29.2524852907,18.5510016229,29.7495528528,18.5510016229,34.1858032643
LRRC8C,93.8088748567,88.5615933804,93.8088748567,86.6435958859,74.8896016662,70.1665099761,74.8896016662,144.488288314
LRRC8D,618.550952251,643.957310872,618.550952251,507.4136341,662.073710791,563.279873298,662.073710791,337.062959482
LRRC8E,49.9889695455,58.2062249857,49.9889695455,64.8473091989,58.9584289959,83.5252380369,58.9584289959,115.085365437
LRRCC1,21.3232661983,20.3786771283,21.3232661983,20.3244774743,18.885819047,17.3338190659,18.885819047,17.6262092525
LRRFIP1,199.995129329,170.287738972,199.995129329,153.077940162,191.059408986,172.626506477,191.059408986,208.553141543
LRRFIP2,77.9880989263,68.6038826796,77.9880989263,68.4813302893,72.1114377946,80.9631746361,72.1114377946,131.842794507
LRRIQ1,11.4480600431,10.7821303521,11.4480600431,11.3120023064,10.7320565734,10.2993037127,10.7320565734,11.0150452756
LRRIQ3,17.9038578027,17.7799214471,17.9038578027,18.1116062921,17.2368444888,14.2188419391,17.2368444888,15.7744588497
LRRK1,99.9914245344,104.195284468,99.9914245344,99.7933391404,96.0219654839,115.612002603,96.0219654839,111.972264486
LRRK2,14.7354388267,13.8297637561,14.7354388267,14.6135897052,14.6844439724,15.9117747686,14.6844439724,14.1989267731
LRRN1,12.5859520921,13.4530052727,12.5859520921,13.4307227706,12.1858140954,12.048798616,12.1858140954,10.7651149812
LRRN2,21.4723756434,21.3223253439,21.4723756434,22.1983023641,21.3171779828,21.5326055625,21.3171779828,23.0883655235
LRRN3,24.3414797544,20.1270148147,24.3414797544,20.1064126298,21.3435848112,21.398134197,21.3435848112,19.3646521962
LRRN4,14.4230047949,14.0833863904,14.4230047949,12.774423739,13.2698281425,13.442079371,13.2698281425,13.3081406513
LRRN4CL,20.2670836827,25.906014749,20.2670836827,26.1837853821,22.5879220438,24.4325023058,22.5879220438,29.0002581755
LRRTM1,18.8127709055,22.5574628408,18.8127709055,20.4565270692,19.7378235828,21.2821314201,19.7378235828,22.6616641436
LRRTM2,13.0851920528,15.1215642887,13.0851920528,13.6022952462,14.3928452405,13.99782425,14.3928452405,14.6043802805
LRRTM4,11.7944893985,14.5680878973,11.7944893985,11.7222864862,13.6929169561,14.4270303998,13.6929169561,13.3765064409
LRSAM1,20.8689488069,21.0301482359,20.8689488069,17.6630485334,21.2755557598,23.818506103,21.2755557598,17.8334642897
LRTM1,13.6554130977,14.503077071,13.6554130977,15.0670137508,14.6527159772,14.7683528657,14.6527159772,14.5056753178
LRTM2,18.1656661328,14.3636676931,18.1656661328,19.7382437176,19.5816033249,19.1909151966,19.5816033249,17.853689897
LRTOMT,24.1605166626,21.3692640329,24.1605166626,20.3827275514,18.9076292532,20.8144873931,18.9076292532,20.3326433484
LRWD1,82.297027288,81.6176405628,82.297027288,94.7684357525,57.0183219854,67.6429469341,57.0183219854,58.1727556107
LSAMP,15.3366346953,16.2208641093,15.3366346953,14.9957933384,15.7961258533,15.0532043678,15.7961258533,15.3458262938
LSG1,188.731240362,215.684235003,188.731240362,162.331534539,154.908963779,222.306418121,154.908963779,143.639662997
LSM1,1015.44072775,967.918327631,1015.44072775,855.477474051,993.457085934,936.006633934,993.457085934,772.916616039
LSM10,276.363717624,266.49381406,276.363717624,242.157838302,255.423035501,293.766450116,255.423035501,217.336032996
LSM11,31.1711652103,33.7928936725,31.1711652103,34.3395511797,29.6757106416,29.543526302,29.6757106416,31.7756806176
LSM12,504.948182644,468.086305995,504.948182644,387.426011155,501.797312976,461.788895162,501.797312976,407.222994892
LSM14A,390.435674918,379.896691136,390.435674918,361.674363104,381.748420948,364.012990269,381.748420948,360.669869079
LSM14B,28.0906273515,28.5751382926,28.0906273515,32.0064956899,25.092350749,24.3186303568,25.092350749,25.1370909202
LSM2,394.075791513,388.59217381,394.075791513,252.152379152,336.762029966,263.442386693,336.762029966,205.351010943
LSM3,923.862739626,995.882373111,923.862739626,883.028829163,812.58996402,804.330755907,812.58996402,609.276211369
LSM4,284.810409595,305.488989565,284.810409595,271.88363857,288.96517067,280.329102901,288.96517067,233.555662233
LSM5,269.494362792,303.721460708,269.494362792,272.583600738,234.042107482,246.639203169,234.042107482,155.887016706
LSM6,565.458061846,574.70304426,565.458061846,504.690497082,526.292952923,486.173732185,526.292952923,518.343649751
LSM7,1446.45699986,1362.91946842,1446.45699986,1063.33485002,1266.04739711,1186.91424739,1266.04739711,869.062922466
LSMD1,442.764710007,466.530205734,442.764710007,454.57040301,406.827597421,406.827597421,406.827597421,355.578647043
LSP1,20.4226604211,20.9658378687,20.4226604211,19.5827496987,23.6984694253,20.3370407891,23.6984694253,14.8929603939
LSR,465.201405443,541.55010795,465.201405443,704.318160063,575.33091821,529.95145538,575.33091821,861.367333528
LSS,253.185919691,224.405942009,253.185919691,366.751136892,239.211363834,183.964811745,239.211363834,165.55141895
LST1,17.3690589019,16.1886016938,17.3690589019,16.5833215994,18.0635098837,17.3433797901,18.0635098837,17.6725976631
LTA,19.9451798857,19.5663386581,19.9451798857,19.2551858023,19.522212453,19.6135421837,19.522212453,21.2396300952
LTA4H,1580.82389969,1680.39279147,1580.82389969,1978.73972652,1711.28693868,1788.43900274,1711.28693868,2089.02250258
LTB,21.1784825394,18.6971162438,21.1784825394,17.4024868275,19.2767801248,19.032711501,19.2767801248,19.1884887428
LTB4R,29.1094674191,28.7665325709,29.1094674191,24.9163658047,39.7834014974,38.3130267956,39.7834014974,34.938588021
LTB4R2,22.3453787953,20.9264066913,22.3453787953,27.0086008503,20.7328730618,21.518840104,20.7328730618,25.4521355697
LTBP1,47.2016520842,41.8076278213,47.2016520842,37.3763976898,55.4369976997,44.6652409672,55.4369976997,48.9551304667
LTBP2,332.73169552,256.188842538,332.73169552,187.268687374,293.848665848,265.122568695,293.848665848,215.08043947
LTBP3,33.2615546343,39.6575418835,33.2615546343,43.1101245944,37.6569924154,54.5349235523,37.6569924154,45.5728562
LTBP4,43.3868694062,40.8615565888,43.3868694062,39.4435130787,40.3165286146,35.9594191047,40.3165286146,38.5994290116
LTBR,53.1038657279,46.5105282502,53.1038657279,46.6364933352,48.9729282743,55.4206749914,48.9729282743,51.1585309496
LTC4S,16.2576790552,16.5816628894,16.2576790552,16.2122814114,17.1712891303,15.1151006821,17.1712891303,18.1955900431
LTF,12.5032375772,14.0617897629,12.5032375772,15.364011454,14.5750815478,14.7828576411,14.5750815478,16.1898415449
LTK,24.4237572251,22.9915495103,24.4237572251,19.7864051957,22.7571038041,21.4693658655,22.7571038041,23.4870159903
LTV1,107.606454807,102.321658346,107.606454807,85.516041553,85.2368239792,98.7248223518,85.2368239792,82.8933658269
LUC7L,108.895761933,121.075498645,108.895761933,126.391103252,103.926288897,129.366431167,103.926288897,186.847166844
LUC7L2,414.825899237,427.395177449,414.825899237,349.515579182,403.89346853,425.244445304,403.89346853,325.373729148
LUC7L3,1063.33485002,1079.14193463,1063.33485002,1072.81010578,1109.45374055,1124.55806773,1109.45374055,1018.25015762
LUM,11.424437091,11.4215544376,11.424437091,11.7316392397,11.9270121301,11.473380558,11.9270121301,10.9995624144
LUZP1,222.799423404,224.473621314,222.799423404,200.170060312,269.10489403,225.029420571,269.10489403,245.265367791
LUZP2,16.5125306315,16.3500284772,16.5125306315,16.0200141483,16.4998821249,17.4040399075,16.4998821249,17.639585458
LUZP3P,22.6718218995,14.4345179712,22.6718218995,17.0648109148,15.4932345651,19.2758449468,15.4932345651,16.6178081829
LUZP4,29.0749680861,29.2000213212,29.0749680861,28.8873215904,25.7493494323,25.765355728,25.7493494323,27.9034212859
LUZP6 ,2460.65883792,2501.61392365,2460.65883792,2582.18460646,2613.96137353,2606.87839534,2613.96137353,2687.21121337
LXN,88.1508090071,71.8366386944,88.1508090071,72.1114377946,60.9058780123,31.2549930826,60.9058780123,22.6334083422
LY6D,33.6839511652,122.755017374,33.6839511652,46.5415104948,377.908564501,649.473335196,377.908564501,81.0232023301
LY6E,95.0863388596,70.831207457,95.0863388596,59.6014566939,70.1794536134,58.5984004752,70.1794536134,56.049371012
LY6G5C,14.9818617913,17.4495691692,14.9818617913,16.7529660476,18.1312163857,20.3899640951,18.1312163857,18.0635098837
LY6G6C,24.5067329759,32.102728003,24.5067329759,26.8286820865,29.1008580269,41.5519407519,29.1008580269,38.7533378979
LY6G6D,13.3799687977,14.0540756233,13.3799687977,13.7593464291,12.2982718341,14.4270303998,12.2982718341,13.9286483023
LY6G6D ,15.6095529426,17.0826394654,15.6095529426,18.8934391929,16.9408305039,17.2261833807,16.9408305039,16.495766555
LY6G6E,14.9955324204,13.295910931,14.9955324204,14.8793202258,16.5863531445,19.9619293306,16.5863531445,14.442726596
LY6H,22.3764519097,20.6186293154,22.3764519097,21.4723756434,21.3134903129,21.6290570272,21.3134903129,20.3239690798
LY6K,44.0176544373,35.3866405049,44.0176544373,38.7146134333,30.0293399199,30.3507486221,30.0293399199,33.3473643073
LY75,21.0643366044,28.1513474624,21.0643366044,28.6276727552,21.9027668619,20.7414022018,21.9027668619,18.4087946607
LY86,24.7681498265,21.8475866997,24.7681498265,21.9853941791,19.6127942207,22.2756260948,19.6127942207,27.3042538022
LY9,18.0478652804,18.3405466335,18.0478652804,16.8503284142,16.4661401432,16.5911140848,16.4661401432,16.2711539185
LY96,17.062186611,29.6640997425,17.062186611,45.774676786,26.3727719096,29.4884590297,26.3727719096,23.4985853929
LYAR,264.687630733,213.438612119,264.687630733,127.341686127,108.895761933,137.208151156,108.895761933,149.353349518
LYG1,43.4176715026,40.4813564142,43.4176715026,47.2670333744,42.0417402787,48.2549326791,42.0417402787,44.7493887691
LYG2,22.8815611675,22.6884539935,22.8815611675,22.3430901299,21.1085589734,20.9682677564,21.1085589734,22.4259886849
LYL1,31.3874170045,35.6838600023,31.3874170045,30.0449962661,32.9918002827,27.4700725791,32.9918002827,35.0885889246
LYN,189.55675049,420.611563761,189.55675049,454.473495299,203.493862262,384.720979644,203.493862262,597.08658388
LYNX1,30.6883750327,27.7519681261,30.6883750327,26.0154665808,31.6446423644,42.3023594906,31.6446423644,30.6950656868
LYPD1,12.8805473231,12.2027349699,12.8805473231,11.8731673462,11.7495771655,11.8655851771,11.7495771655,13.6937355895
LYPD3,276.057018113,365.401230971,276.057018113,267.046165357,442.016531436,1073.93047035,442.016531436,671.31844359
LYPD4,22.0383091248,18.7429487069,22.0383091248,15.2455677555,19.0343803192,18.1252595968,19.0343803192,17.0542170254
LYPD5,21.8969293967,25.1000301339,21.8969293967,26.8996935199,24.3167515818,39.2101282083,24.3167515818,61.2007415943
LYPD6,21.3402191708,20.4866386936,21.3402191708,22.5871780708,19.729551327,16.900663395,19.729551327,19.3172735264
LYPD6B,40.7178293222,56.6563022622,40.7178293222,76.3572979883,100.5590035,117.372545372,100.5590035,39.6941236893
LYPLA1,2185.49652529,1872.26464297,2185.49652529,1697.98320568,1742.32834168,1745.00421765,1742.32834168,1969.67783533
LYPLA2,191.059408986,182.745427274,191.059408986,166.647493058,235.286773547,257.402931684,235.286773547,236.090848261
LYPLA2 ,89.0403191262,80.7926022759,89.0403191262,64.7300141563,83.2369573454,80.98150211,83.2369573454,94.9812397866
LYPLA2P1,99.8943053285,98.2512907437,99.8943053285,80.0701843925,107.928235861,116.59577318,107.928235861,111.189434504
LYPLAL1,228.961040764,270.733544565,228.961040764,405.440345215,266.598228062,251.265724676,266.598228062,240.232788459
LYRM1,395.843030895,371.183734698,395.843030895,465.201405443,292.509613494,387.426011155,292.509613494,454.116276139
LYRM2,114.415238997,120.772053854,114.415238997,117.342846112,112.491017056,105.213443823,112.491017056,96.9260168735
LYRM4,166.05004172,173.884512543,166.05004172,145.081250952,177.615262244,137.907390148,177.615262244,138.228485545
LYRM5,280.329102901,396.550558506,280.329102901,588.592187173,311.745339261,417.42253869,311.745339261,306.28201997
LYRM7,127.949359337,133.999382497,127.949359337,140.134543576,132.690613436,142.680194615,132.690613436,77.5760362883
LYSMD1,30.2109701228,28.2513150468,30.2109701228,27.1909256986,32.7348044915,33.7928936725,32.7348044915,28.4513011453
LYSMD2,288.32337101,306.874927273,288.32337101,328.302819472,287.126740736,276.223715992,287.126740736,277.013490549
LYSMD3,277.822483044,264.687630733,277.822483044,329.685421744,259.746496936,226.145673419,259.746496936,267.716549531
LYSMD4,78.3220060446,83.5100431483,78.3220060446,83.6810278826,94.2602471094,95.8357426636,94.2602471094,95.1596199638
LYST,40.3635559079,56.049371012,40.3635559079,54.9722922469,81.3457584959,64.3458070454,81.3457584959,78.9734441361
LYVE1,15.2093813789,15.5639578573,15.2093813789,16.0298502034,14.238241069,14.2745895503,14.238241069,14.2103595924
LYZ,12.2307191687,12.4703586497,12.2307191687,12.3480811485,12.0766904344,11.8615803516,12.0766904344,12.1863372896
LYZL1 ,12.9999360742,13.7652493067,12.9999360742,13.0846278438,12.8404341091,13.3722815867,12.8404341091,14.146399786
LYZL4,17.2160386935,20.2008619293,17.2160386935,16.5569231329,20.90582914,26.8971008165,20.90582914,20.9626631465
LYZL6,18.8574184461,19.2840890466,18.8574184461,18.9218099329,19.1326079536,20.4458459025,19.1326079536,20.3833388159
LZIC,118.161109497,143.924986704,118.161109497,151.030380911,109.842712465,151.423917919,109.842712465,137.907390148
LZTFL1,54.5349235523,49.5564638236,54.5349235523,62.4201700019,43.0682121627,37.5433606602,43.0682121627,50.2804029115
LZTR1,150.614150609,157.616934794,150.614150609,152.609471093,180.840875968,183.546665942,180.840875968,176.806819998
LZTS1,15.3351345272,16.0045095292,15.3351345272,16.4732054263,16.661336659,15.6719542766,16.661336659,15.0325316066
LZTS2,54.4410091959,49.0169758631,54.4410091959,46.0859138949,55.5059956423,53.7402678948,55.5059956423,66.2798355583
M6PR,572.485694435,562.05079408,572.485694435,500.198411138,611.804812972,605.631317686,611.804812972,456.829679073
MAB21L1,16.2084753202,14.0155327078,16.2084753202,15.9219394815,14.4060162239,15.3822626868,14.4060162239,14.7888041041
MAB21L2,12.5265491327,13.0362874967,12.5265491327,12.4393239772,11.9828915846,12.0125129869,11.9828915846,12.878725432
MACC1,73.2426060412,54.1438084634,73.2426060412,74.5294714063,54.1865906461,58.1790913504,54.1865906461,71.5474963339
MACF1,299.234833749,245.388089966,299.234833749,246.94527984,288.547550535,296.52325209,288.547550535,418.444620768
MACROD1,26.3832263183,26.9704019596,26.3832263183,29.4508331004,31.8358259554,30.5614649825,31.8358259554,32.4626973992
MACROD2,17.9549979943,19.4403961622,17.9549979943,18.0653874926,19.8524328705,18.47504719,19.8524328705,18.2118339257
MAD1L1,83.1836385778,73.2426060412,83.1836385778,89.6472943254,71.1953268065,79.4201918124,71.1953268065,72.0198572786
MAD2L1,336.762029966,317.815013798,336.762029966,207.83348775,146.129805819,82.1707916732,146.129805819,42.8751567608
MAD2L1BP,340.487570339,342.607743528,340.487570339,336.376260566,342.690115389,367.355031702,342.690115389,343.908194864
MAD2L2,316.603073312,378.89271964,316.603073312,427.137476657,381.922623563,290.667651749,381.922623563,263.442386693
MADCAM1,29.6247514286,34.9507763142,29.6247514286,29.9403111935,32.6810495927,29.7094084587,32.6810495927,27.6612960139
MADD,49.8686214815,65.6412327143,49.8686214815,70.2336634378,66.4589560247,77.6653518901,66.4589560247,83.6810278826
MAEA,896.524642776,842.05395493,896.524642776,757.273155375,808.220282434,851.369089337,808.220282434,710.313565486
MAEL,13.8120305688,14.8180873333,13.8120305688,15.0733518085,14.4838827681,13.5765246311,14.4838827681,14.3279740258
MAF,65.8231304533,91.2314109281,65.8231304533,61.1917436676,192.798042291,91.048779128,192.798042291,60.9262090043
MAF1,110.943206997,157.471740275,110.943206997,210.433117265,167.650775998,133.586006805,167.650775998,189.511305897
MAFB,32.6216214102,58.3690141597,32.6216214102,82.3468869142,78.1317368761,159.915299282,78.1317368761,44.8111756063
MAFF,426.366582216,290.039263702,426.366582216,602.707488106,383.628145105,313.157649933,383.628145105,1110.99793302
MAFG,81.5894081947,130.800047289,81.5894081947,166.05004172,92.8504677359,130.217422782,92.8504677359,200.269027282
MAFK,61.8576831395,60.8041049319,61.8576831395,68.949758017,61.3204810835,62.3046163095,61.3204810835,96.0316769412
MAG,17.1879005657,16.2893033901,17.1879005657,15.9713565946,15.3965114213,15.95685209,15.3965114213,15.3841114698
MAGEA1,16.84910829,16.6250988514,16.84910829,20.8255170886,23.5876125674,18.5286951927,23.5876125674,19.0514562221
MAGEA10,14.7609014669,15.2520756556,14.7609014669,14.8793202258,14.5027886643,17.1762218374,14.5027886643,14.1989267731
MAGEA11,11.2140801469,9.42617535781,11.2140801469,11.6675577261,10.7954382236,9.93685228804,10.7954382236,9.98125768815
MAGEA12,17.5285326713,16.8497183411,17.5285326713,17.835100038,18.9218099329,18.2775967209,18.9218099329,18.010058904
MAGEA2 ,15.1387110508,13.9112568552,15.1387110508,16.4444482375,14.5495174815,13.6081182491,14.5495174815,13.4789498163
MAGEA3 ,17.2876597134,17.1163630288,17.2876597134,17.0166637814,17.5958976254,22.9267188246,17.5958976254,17.9755285031
MAGEA4,12.73594829,14.1785526184,12.73594829,12.0886241208,15.7112604612,12.7443141163,15.7112604612,14.1107431926
MAGEA5,22.9528302257,21.4856767648,22.9528302257,20.7822694149,19.4126734222,23.7839221923,19.4126734222,21.6749204002
MAGEA6,16.0813486583,12.7071695256,16.0813486583,14.5041082023,15.7475731074,21.1715458061,15.7475731074,15.263706619
MAGEA8,19.5285347686,22.4055936763,19.5285347686,19.8412333261,25.5151204177,24.4094242402,25.5151204177,24.0076629259
MAGEA9 ,39.0190845009,30.195458294,39.0190845009,32.333257649,39.6478768771,38.3570572069,39.6478768771,31.7625557336
MAGEB1,15.8971439128,14.0753567386,15.8971439128,15.7080051996,14.9961087744,14.9665857568,14.9961087744,14.9757253514
