SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
SDF4,513.470670264,461.414503376,513.470670264,442.764710007,537.953856369,520.909206027,537.953856369,523.695240482
SDHA,592.539613731,669.338846679,592.539613731,617.018101862,741.491822561,613.955144393,741.491822561,647.968584509
SDHA ,393.752542785,460.152187251,393.752542785,409.079595039,529.95145538,493.310063385,529.95145538,495.362746925
SDHAF1,97.5586292958,91.0342147211,97.5586292958,89.6829219946,108.875957171,89.726941308,108.875957171,92.4361386498
SDHAF2,232.08420434,246.702796351,232.08420434,235.230930456,173.121249772,226.55459801,173.121249772,215.241248244
SDHAP1,128.46404838,154.908963779,128.46404838,135.307766915,136.794699074,158.943470983,136.794699074,173.884512543
SDHB,134.245941659,135.222423879,134.245941659,145.457685514,130.647995424,139.44727221,130.647995424,125.086334958
SDHC,608.701512237,608.701512237,608.701512237,627.233937739,740.216317791,681.18012862,740.216317791,657.6539596
SDHD,109.842712465,107.334184546,109.842712465,108.3920364,134.489320184,112.931420017,134.489320184,115.741445195
SDK1,26.4032938059,19.0816245132,26.4032938059,16.8661520682,20.830858771,19.8200060679,20.830858771,18.0243311366
SDK2,47.964944532,45.0733075145,47.964944532,49.942435096,52.5553923898,56.0610088189,52.5553923898,54.2512171889
SDPR,28.7110596804,19.729551327,28.7110596804,16.0180598136,18.5067092636,19.5542712743,18.5067092636,15.8529870137
SDR16C5,647.596351657,477.24579624,647.596351657,553.307137387,416.71506863,585.46451442,416.71506863,668.139421181
SDR39U1,250.079145225,263.124049954,250.079145225,297.465779105,306.584415053,271.952204932,306.584415053,261.493207535
SDR42E1,137.000032594,123.517897924,137.000032594,92.0626228102,133.888260367,118.875930188,133.888260367,133.146867525
SDR9C7,15.7144036473,15.0840363799,15.7144036473,13.7239539856,13.6372198799,15.5369032809,13.6372198799,15.227454325
SDS,21.746941804,18.6767738103,21.746941804,17.892107061,20.2041886643,19.315452144,20.2041886643,19.1905779947
SDSL,50.8271205121,64.5471907022,50.8271205121,58.7097786786,52.3658961319,61.7642220635,52.3658961319,54.1438084634
SEBOX ,16.7199718915,16.0582212834,16.7199718915,15.011245687,16.3900858671,16.4093558199,16.3900858671,15.5578282846
SEC1,15.995114145,17.6184187059,15.995114145,19.0978767557,16.2844949525,15.9259996841,16.2844949525,15.1528003868
SEC11A,2223.02382642,2468.2720143,2223.02382642,2444.89193485,2368.04933768,2492.58497665,2368.04933768,2492.58497665
SEC11C,299.114020363,259.56619169,299.114020363,277.304853747,154.409955094,194.430763475,154.409955094,242.470399787
SEC13,1649.90863315,1415.87582851,1649.90863315,1511.18760252,1364.38002203,1356.67252358,1364.38002203,1392.5898002
SEC14L1,134.516029371,126.443222774,134.516029371,126.351046809,105.71546717,123.95044856,105.71546717,128.219162809
SEC14L2,35.3676475353,126.100303811,35.3676475353,124.258506388,40.7215089284,193.440247468,40.7215089284,207.83348775
SEC14L3,15.000556059,16.073692004,15.000556059,15.8851119652,16.5786977673,18.7522669321,16.5786977673,17.2664013697
SEC14L4,14.4597160755,15.2825782704,14.4597160755,15.2305904035,16.8399048612,15.9223743471,16.8399048612,16.9092638461
SEC14L5,27.4512739751,25.3237434352,27.4512739751,27.2829478426,32.5736188966,24.7267639723,32.5736188966,28.456734454
SEC16A,828.445435012,799.673906276,828.445435012,818.510883511,814.580249205,755.731780135,814.580249205,804.330755907
SEC16B,20.4479356242,20.1372110054,20.4479356242,17.8879142742,19.8163299676,20.9264066913,19.8163299676,20.2869857961
SEC22A,53.3773877372,53.4587165181,53.3773877372,58.5480878798,51.9245526589,49.0768734588,51.9245526589,53.701087705
SEC22B,522.533283578,487.967995526,522.533283578,491.916826037,428.981638119,490.859251011,428.981638119,498.36300469
SEC22C,93.3350808456,92.8002080907,93.3350808456,92.3639069223,81.1233117333,84.6212843897,81.1233117333,83.0564730549
SEC23A,963.479536354,825.718426898,963.479536354,795.882210719,727.949420271,801.72024019,727.949420271,841.09150273
SEC23B,414.45494347,365.660191476,414.45494347,403.104132586,390.026092136,317.51938773,390.026092136,342.945569241
SEC23IP,314.590182849,272.351972549,314.590182849,284.810409595,232.265783336,215.539101511,232.265783336,222.91989072
SEC24A,94.9975713905,94.3218252413,94.9975713905,110.258156824,80.1709562581,98.1076830603,80.1709562581,101.841601351
SEC24B,821.956617327,811.623979414,821.956617327,809.479962964,832.852588754,772.916616039,832.852588754,851.369089337
SEC24C,355.7754091,351.379278902,355.7754091,329.577541088,296.629268095,338.194626255,296.629268095,384.950373396
SEC24D,54.2439550458,46.0607818652,54.2439550458,45.0842255656,41.3090668241,50.4078577455,41.3090668241,55.6628075537
SEC31A,1041.73238541,896.524642776,1041.73238541,931.493040152,1001.99358854,1017.73101784,1001.99358854,1078.47344992
SEC31B,25.7903306243,23.4670989672,25.7903306243,23.8161739825,35.1655957,31.6598545161,35.1655957,27.5101822476
SEC61A1,839.328698452,782.806573075,839.328698452,763.213109749,649.787829032,654.357886594,649.787829032,669.338846679
SEC61A2,27.6568771022,28.2040144867,27.6568771022,34.1291661838,30.095270296,29.7879292634,30.095270296,32.3188978782
SEC61B,2297.67308746,2258.55414434,2297.67308746,2235.40387497,2072.78651266,2149.227391,2072.78651266,2180.56237333
SEC61G,2426.28502459,2334.75524558,2426.28502459,2468.2720143,2099.04953925,2138.28168509,2099.04953925,2166.90357329
SEC62,213.371473358,183.546665942,213.371473358,191.773146426,222.364798297,199.116101637,222.364798297,189.215363084
SEC63,202.113611376,157.616934794,202.113611376,180.103402545,195.071886079,188.497772978,195.071886079,181.744789474
SECISBP2,141.382924629,148.143291392,141.382924629,155.414837985,134.710262361,168.633594937,134.710262361,155.786943168
SECISBP2L,101.902318595,97.5118623314,101.902318595,101.032374351,103.792527899,103.243053216,103.792527899,96.0316769412
SECTM1,16.7597675627,18.1256878377,16.7597675627,16.0444381995,21.162110886,19.7441194532,21.162110886,17.4044814085
SEH1L,370.395957442,342.607743528,370.395957442,346.140406604,258.283449969,304.814030989,258.283449969,303.822338636
SEL1L,109.291738772,96.5472932933,109.291738772,111.912874738,95.266894223,95.8872003115,95.266894223,106.146531008
SEL1L2,20.4525151356,17.2799681613,20.4525151356,20.9832062072,22.2917699183,18.8468902558,22.2917699183,24.6011914377
SEL1L3,93.2519853423,81.2089680835,93.2519853423,85.0027060085,106.273135061,106.059478729,106.273135061,110.048187565
SELE,11.4007407634,12.2697570825,11.4007407634,11.3086451677,11.9533482094,12.6031367169,11.9533482094,12.9314112863
SELENBP1,16.5020432154,21.2467388873,16.5020432154,19.6505488221,25.8947169762,21.3702632667,25.8947169762,18.6152752231
SELK,1364.38002203,1279.09516745,1364.38002203,1338.7526911,1084.74323707,1219.56884722,1084.74323707,1362.91946842
SELL,15.8971439128,13.8777241355,15.8971439128,16.5627727488,16.7929829099,16.5265219471,16.7929829099,14.8799394307
SELM,51.4913437953,36.1061898255,51.4913437953,31.2181072456,45.6645710839,39.0219293828,45.6645710839,35.2569361297
SELO,232.006758842,220.892047863,232.006758842,219.703275985,233.824276394,223.41532107,233.824276394,220.623559095
SELP,15.7621031656,14.9521446786,15.7621031656,15.4259077448,16.2575239184,14.2725690183,16.2575239184,18.3937571134
SELPLG,37.9926007909,33.1235276333,37.9926007909,38.7338159914,35.8356311262,37.0623070362,35.8356311262,31.9405505837
SELS,1105.27405194,1017.09469602,1105.27405194,1134.75415915,878.983319731,1021.62344138,878.983319731,1129.19558647
SELT,670.468959003,723.649283572,670.468959003,720.993003466,648.499950113,624.392271153,648.499950113,698.111246598
SEMA3A,16.0298502034,17.5566830959,16.0298502034,18.8298499395,12.6605384072,15.1897459611,12.6605384072,16.9339253095
SEMA3B,16.2916611291,20.3904199884,16.2916611291,21.3364226179,17.6630485334,19.7600022273,17.6630485334,18.0197741566
SEMA3C,868.473130732,735.868943742,868.473130732,739.395495505,1209.22866634,1127.17089182,1209.22866634,877.101647387
SEMA3D,15.0195534929,18.1711660453,15.0195534929,12.6658720326,13.4677178852,12.7695066629,13.4677178852,12.0969669085
SEMA3E,13.7600949315,19.1362250389,13.7600949315,16.1271867304,15.8677867477,12.9795584089,15.8677867477,11.8604670574
SEMA3F,196.772374609,190.916509258,196.772374609,188.203250874,302.437358593,187.796129346,302.437358593,172.124335191
SEMA3G,14.3453700207,14.1556582879,14.3453700207,12.0501551519,14.5443488561,14.8585168525,14.5443488561,16.15772208
SEMA4A,40.9632878683,36.7390826111,40.9632878683,35.8792296292,40.8972320925,39.283299964,40.8972320925,42.5015899241
SEMA4B,457.03712021,815.277609465,457.03712021,847.479578248,641.026973347,851.369089337,641.026973347,974.145402803
SEMA4C,117.698659641,131.351395272,117.698659641,141.003103207,129.172176244,163.080583702,129.172176244,146.277207998
SEMA4D,17.113053235,17.3617795079,17.113053235,16.15633456,18.3671868107,19.0163331518,18.3671868107,18.7045944693
SEMA4F,93.3172461758,111.433972216,93.3172461758,100.471734431,89.1712945384,114.036924665,89.1712945384,120.734328864
SEMA4G,14.8264744142,15.3197711533,14.8264744142,16.8252182138,16.1214947875,15.9044403619,16.1214947875,15.2729871951
SEMA5A,18.5387626859,18.4421874728,18.5387626859,20.1290198285,21.3065238142,22.06338462,21.3065238142,20.6799763286
SEMA5B,73.5367832126,66.0759814083,73.5367832126,75.5816443759,98.3542940347,68.5897277346,98.3542940347,70.7720956345
SEMA6A,13.7483694934,14.3791212404,13.7483694934,14.3203209561,14.2276383794,14.2542798356,14.2276383794,13.2415265377
SEMA6B,25.1649643809,29.2000213212,25.1649643809,27.3978157637,22.9915495103,24.291019108,22.9915495103,24.2427487996
SEMA6C,30.5155113007,33.2670548864,30.5155113007,39.1082362295,31.8220382974,24.1642802883,31.8220382974,25.6616634369
SEMA6D,20.5130284415,20.1074913205,20.5130284415,19.8879642327,25.0172812212,22.3601419072,25.0172812212,22.446131934
SEMA7A,48.0473859633,51.0890951911,48.0473859633,57.4542274822,36.0297830948,54.506037081,36.0297830948,51.6275758628
SEMG1,11.575604891,11.4491208681,11.575604891,12.5437279613,11.8600500145,11.634977495,11.8600500145,10.7872023563
SEMG2,14.8749963208,13.2319331128,14.8749963208,13.1436584517,13.6863453381,12.4875708338,13.6863453381,13.7771241311
SENP1,44.2410515299,40.1701129637,44.2410515299,42.6398925097,44.1408801064,41.1238584155,44.1408801064,35.1084898458
SENP2,111.189434504,100.821482395,111.189434504,102.61024221,128.46404838,107.026473257,128.46404838,109.388708949
SENP3,78.721912571,68.2597703965,78.721912571,75.1853909304,70.3161258533,73.5097437187,70.3161258533,77.2200970331
SENP5,64.8634037564,72.2728633666,64.8634037564,63.9626448931,63.9143158979,69.413313837,63.9143158979,76.0566954277
SENP6,101.968780241,95.7486136942,101.968780241,101.902318595,98.3074352007,107.140965285,98.3074352007,108.083355123
SENP7,43.2123610083,42.0619251619,43.2123610083,37.7053683304,40.2936401556,48.1704341532,40.2936401556,50.7202160526
SENP8,46.2779700604,42.8751567608,46.2779700604,42.6201657309,54.120366467,47.260718483,54.120366467,42.9315788816
SEPHS1,116.904189342,117.050330195,116.904189342,118.195484397,94.923317907,75.9028938827,94.923317907,85.4970955072
SEPHS2,579.82669957,633.579017723,579.82669957,587.673248064,695.882156147,641.026973347,695.882156147,647.596351657
SEPN1,64.127803979,47.548336979,64.127803979,57.5850346035,64.8634037564,51.455718159,64.8634037564,65.3691236043
SEPP1,43.1306400896,47.6700839038,43.1306400896,44.3084396726,54.5578593666,68.6486177737,54.5578593666,52.924857695
SEPSECS,28.8984535811,26.9704019596,28.8984535811,26.8330445685,35.5785761369,29.9958981057,35.5785761369,29.7211390888
SEPT7L,16.298990986,13.1699393219,16.298990986,13.1436584517,13.249925668,14.8585168525,13.249925668,13.9607853669
SEPT7P2,16.0480385374,16.7724037118,16.0480385374,17.805319325,16.4887841208,19.1655789099,16.4887841208,19.2252545551
SEPW1,2454.8845375,2613.96137353,2454.8845375,2769.41709442,2634.79794358,2665.0205936,2634.79794358,2606.87839534
SEPX1,349.326604047,493.725620917,349.326604047,429.236073663,682.899085052,488.121047067,682.899085052,457.218351933
SERAC1,31.5874663527,32.6216214102,31.5874663527,31.1322237697,24.9784374499,34.8150391394,24.9784374499,38.4629422879
SERBP1,930.392685557,888.265752779,930.392685557,900.567029358,873.483172151,789.46090622,873.483172151,786.965237123
SERF1A,486.173732185,495.183641939,486.173732185,482.94789555,443.163584469,482.94789555,443.163584469,485.042691925
SERF1A ,93.5756234973,84.2808794955,93.5756234973,84.3895367197,75.2370895083,97.9826994145,75.2370895083,88.3753885924
SERF2,800.193852492,848.94496538,800.193852492,749.314378108,978.377043615,911.505133311,978.377043615,834.39318759
SERGEF,26.5119506552,26.9916122377,26.5119506552,25.8598633564,29.5488363546,25.8556943578,29.5488363546,27.4549485135
SERHL ,20.4028333454,13.9958099293,20.4028333454,14.8430649663,16.7424784129,15.230289737,16.7424784129,16.5033014659
SERHL2,18.0570549933,17.6100587956,18.0570549933,20.7907107512,19.0967089542,18.5229925721,19.0967089542,18.2160420669
SERINC1,2104.03966343,2099.04953925,2104.03966343,2000.54177649,2085.30428671,2334.75524558,2085.30428671,2454.8845375
SERINC2,427.735799329,491.175037167,427.735799329,527.446851938,472.124184791,521.654856441,472.124184791,558.349290725
SERINC3,658.143734776,678.066093305,658.143734776,744.457231947,773.827708914,793.614778117,773.827708914,805.266767029
SERINC5,642.291902546,763.213109749,642.291902546,801.72024019,818.510883511,742.662094002,818.510883511,799.673906276
SERP1,650.693387603,596.445646409,650.693387603,615.062794219,631.737603164,611.322106365,631.737603164,621.961908225
SERP2,15.1122293493,14.3388109034,15.1122293493,14.1049458537,14.2288814533,14.4378026709,14.2288814533,14.2581328049
SERPINA1,18.5103487898,18.0071536377,18.5103487898,17.1284137849,18.2633044008,19.7201161334,18.2633044008,19.2418424191
SERPINA10,20.8594219538,20.8365644021,20.8594219538,19.6539199848,20.9660755357,20.0703348067,20.9660755357,20.5630175988
SERPINA12,26.005881595,19.8015528152,26.005881595,19.1577913429,23.4565198936,19.733772437,23.4565198936,18.6937161898
SERPINA2,14.6562975535,14.8430649663,14.6562975535,14.2374279185,15.7339916767,13.6723705571,15.7339916767,15.2395731883
SERPINA3,22.0739909155,33.2298029466,22.0739909155,43.5495326728,15.6982448626,75.4695073161,15.6982448626,148.410227474
SERPINA4,15.2788896542,18.0498910985,15.2788896542,17.0879068861,18.6164574091,17.2643542544,18.6164574091,19.3612150412
SERPINA5,21.6030510042,24.8785740727,21.6030510042,24.4261197037,23.9624062531,30.8233281632,23.9624062531,23.2200676567
SERPINA6,27.6642404031,23.1838314182,27.6642404031,30.3741693038,23.1029025515,23.457126377,23.1029025515,24.9215070264
SERPINA7,15.4840770049,18.0924159738,15.4840770049,17.0879068861,17.7679263059,16.8258729786,17.7679263059,18.188937291
SERPINA9,34.8600611761,34.1875575734,34.8600611761,36.3876420802,27.9130617539,33.3540388421,27.9130617539,34.2397017205
SERPINB1,211.727157653,384.570442264,211.727157653,510.119014713,175.558360034,407.222994892,175.558360034,607.739277786
SERPINB10,17.764112955,13.834153024,17.764112955,13.6771567226,13.862263515,12.5551746006,13.862263515,13.862263515
SERPINB11,11.5621300658,13.2187543195,11.5621300658,14.2889345413,12.3264352415,12.4290500341,12.3264352415,12.3627882692
SERPINB12,17.5837432816,18.0381336346,17.5837432816,19.1577913429,18.7850326436,20.2670836827,18.7850326436,23.1369189502
SERPINB13,88.8408957658,113.39581403,88.8408957658,101.110461676,174.964076607,157.050267477,174.964076607,118.215453558
SERPINB2,2626.65590451,2570.11101927,2626.65590451,2653.09809497,3300.21107289,2704.46848767,3300.21107289,2831.43651537
SERPINB3,115.137134011,104.225269525,115.137134011,103.890611129,536.043745073,240.029039236,536.043745073,128.402868677
SERPINB4,24.6800420715,28.4957454569,24.6800420715,26.0076800054,83.8195121568,40.1292835707,83.8195121568,27.4610764726
SERPINB5,617.943473929,674.743172013,617.943473929,539.479629264,912.202479785,819.565788033,912.202479785,742.033351676
SERPINB6,114.36554491,140.134543576,114.36554491,137.907390148,105.955825106,135.925377577,105.955825106,141.296452507
SERPINB7,2523.19096609,2120.4378319,2523.19096609,2055.19135326,3215.14274682,2546.82293635,3215.14274682,2378.9310708
SERPINB8,92.4361386498,98.4850142783,92.4361386498,121.908136399,95.8357426636,103.792527899,95.8357426636,92.3780662438
SERPINB9,14.8566363135,17.6732443931,14.8566363135,16.9834626377,16.3552539191,16.8053219995,16.3552539191,21.0966479216
SERPINC1,15.9186541552,15.919763861,15.9186541552,17.9746079624,17.6116650916,15.01686864,17.6116650916,16.7098225321
SERPIND1,13.1892232189,13.3423663924,13.1892232189,12.774423739,13.1390090856,14.1489079123,13.1390090856,13.8768810456
SERPINE1,187.796129346,358.563782139,187.796129346,387.426011155,331.423441974,529.420707658,331.423441974,537.500702589
SERPINE2,1183.9089161,842.05395493,1183.9089161,944.808220819,938.469435979,1226.61636368,938.469435979,1022.65806465
SERPINF1,32.4074093166,39.8799331806,32.4074093166,29.3106597421,54.8701216358,71.4268701537,54.8701216358,72.8760604835
SERPINF2,32.4293533069,31.4802351127,32.4293533069,33.9574908304,25.6117915259,31.909870743,25.6117915259,31.1853577341
SERPING1,25.2593709614,27.9437635716,25.2593709614,25.0441556222,25.3588395084,40.830842259,25.3588395084,33.7454906146
SERPINH1,1129.19558647,981.60582039,1129.19558647,1024.46398339,945.633085717,831.378551309,945.633085717,731.76474636
SERPINI1,30.7896343272,49.6068295228,30.7896343272,39.3265100221,33.8734218847,38.6149317823,33.8734218847,46.0771630982
