SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"ADAM21",119.965,146.3882,112.6944,123.8947,118.6955,116.6287,123.8137,122.2343,42.9,47.4,45.5
"ADAM22",126.7155,125.075,110.2786,124.7924,121.1495,109.1582,108.3145,118.1719,37.5,38.7667,40.1333
"ADAM23",122.6052,148.6841,120.2397,132.6995,125.3647,163.1007,113.3666,128.0041,45.1,45.9,36.8
"ADAM28",115.2597,138.6554,134.0308,121.4539,136.6656,111.2116,146.3382,142.1714,48.1333,56.4,59.3667
"ADAM29",150.9044,157.5535,150.8008,180.2313,139.4338,149.9171,136.0902,164.4262,37.7,49.3,40
"ADAM30",137.6321,159.9288,145.2711,124.1985,136.9954,128.5006,97.75277,125.3527,37.4,47,41.9
"ADAM32",381.9218,164.6266,134.7545,141.6723,140.4129,122.184,109.4031,138.2994,39.2,44.575,42.35
"ADAM33",124.4585,138.4709,121.6554,124.5957,120.8343,130.0193,129.1402,134.4882,43.15,49.55,50.2
"ADAM3A",142.5736,161.5469,143.0099,146.5221,151.0774,126.462,115.5047,148.1865,36.5,39.6,38.2333
"ADAM5",133.1997,162.2074,139.1014,136.0573,128.3593,128.7223,110.1478,137.5534,41.4,43.5,39.55
"ADAM5P",107.0826,128.2882,116.0052,125.0544,128.5555,116.0546,101.8857,112.0784,40.4,45.3,37.5
"ADAM6",123.0856,171.654,132.1064,148.0976,138.5786,142.3419,114.1,132.16,36.65,47.75,40.15
"ADAM7",118.4766,120.3205,117.6517,120.7023,121.6644,118.0907,114.604,145.3958,37.4,48,46.9
"ADAM8",135.1308,173.3084,195.0384,222.214,296.2013,144.8454,337.1418,458.0221,71.1,85.8,83.1
"ADAM9",257.7307,423.0302,200.7978,182.9245,161.0921,292.667,160.178,221.679,71.2,84.6,102.8
"ADAMDEC1",136.3473,160.0147,143.0494,284.1819,247.7592,159.3585,125.7684,155.9948,37.55,43.2,48.5
"ADAMTS1",203.6707,475.9403,328.0496,381.8372,297.8248,247.6879,309.0066,229.1548,108.7,203.8,151.7
"ADAMTS10",113.3859,126.4342,115.4355,119.6327,126.4211,115.7286,105.3192,115.8082,42.3,48.5,38.8
"ADAMTS12",122.6533,132.1251,122.5649,125.1794,121.4088,115.1848,116.9176,130.1312,41.7,40,45.5
"ADAMTS13",121.1533,139.8317,124.3769,126.6694,115.6133,118.1544,111.983,130.616,39.2,44.1667,38.3333
"ADAMTS14",119.4486,137.7268,123.7082,129.3683,136.6133,122.6485,113.4898,130.73,43.5,43.7667,39.1
"ADAMTS15",157.0809,184.9722,149.8494,143.2619,141.4487,154.7027,126.8155,150.6025,40,38.5,45.1
"ADAMTS16",120.6206,127.5598,104.9131,108.3735,119.1597,97.85535,112.7088,116.0053,40.9,46.6,41.9
"ADAMTS17",130.6769,154.3201,118.88,156.651,154.0714,134.4673,129.633,143.8415,46.7,46.2,37
"ADAMTS18",127.4462,151.4981,123.7736,134.0815,122.8615,119.8044,106.802,131.1982,43.1,42.25,41
"ADAMTS19",137.0793,132.1292,108.2495,114.5617,124.6248,113.1916,97.72301,111.5316,54.4,63.3,53.9
"ADAMTS2",131.2341,159.1701,124.8979,135.7781,140.6828,144.2069,107.6877,140.4813,46.2,40.25,51.95
"ADAMTS20",122.9114,150.7761,126.6919,144.4524,130.7315,132.1179,106.9252,134.2297,42,52.1667,39.4667
"ADAMTS3",128.2986,146.16,128.7655,137.6789,136.1446,139.0275,97.09881,150.6348,39,40.1,39.6
"ADAMTS4",116.8903,117.77,106.1175,111.1117,116.6129,133.1514,109.9306,113.5133,38.9,44.9,39.1
"ADAMTS5",128.6639,153.1712,122.5397,121.3371,139.2175,128.2156,112.6035,128.1502,54.3,41.8,50.4
"ADAMTS6",141.4431,172.6229,135.1326,172.1815,161.1549,135.2726,147.7835,148.6431,44.8,45.2,42.6
"ADAMTS7",144.8489,154.7522,133.5227,142.1149,135.6026,131.8804,116.055,158.5489,49.8,47.2,47.7
"ADAMTS8",142.6147,190.2933,169.8056,190.0977,156.3154,175.2503,123.6257,172.9275,41,50.9,64.1
"ADAMTS9",129.1766,186.2343,120.1982,144.9925,154.9811,123.2497,122.6199,126.7166,56.7,73,121.1
"ADAMTSL1",125.6176,140.3018,118.1349,134.8985,129.7278,116.6601,114.3685,134.6661,44.54,40.92,41.64
"ADAMTSL2",251.5949,330.562,155.1373,271.9625,285.6128,262.2757,157.4121,160.7256,141,270.8,154.6
"ADAMTSL3",132.2392,170.2444,137.952,135.6565,136.3894,140.1707,123.0684,139.2819,49.8,61.3,44.3
"ADAMTSL4",144.8253,147.2253,130.9361,132.9649,152.6806,166.8839,112.8427,132.3695,56.6,55.4667,54.4333
"ADAMTSL5",133.7379,157.0103,156.8288,172.6506,152.9339,183.5261,132.7457,172.5873,65,73,63
"ADAP2",246.2123,279.6021,229.0404,292.6707,367.6247,515.9334,312.2413,206.427,69.8,87.5,106.6
"ADAR",1333.673,1074.957,1109.793,1737.261,1418.847,859.7312,1538.714,1527.188,368.6,539.5333,367.1
"ADARB1",132.6963,165.7879,154.6836,166.7473,192.6218,171.7746,166.0341,127.7975,265.25,369.05,378.125
"ADARB2",117.5856,159.8351,135.9111,129.7911,141.353,134.0932,134.6857,152.7834,42.5,42.5,37
"ADAT1",212.2431,282.2926,247.2979,273.3633,331.3214,236.512,283.2125,325.7357,134.7,200,186.2
"ADAT3",192.861,225.832,168.4595,230.3338,187.5578,184.9097,191.0575,183.652,61.2,83.9,58.7
"ADC",127.3461,147.832,135.1311,130.7925,138.5996,132.6052,116.2753,144.2397,59.6,64.2,50.2
"ADCK1",359.2361,192.8432,181.6395,227.2556,215.3535,191.5114,180.0007,209.6678,113,165.4,88.8
"ADCK2",1832.64,634.5715,882.161,1012.711,907.494,429.8018,794.6511,996.4759,400.6,507.1,353.9
"ADCK4",562.3426,275.9514,200.9859,208.016,192.2209,145.9871,188.3065,172.0732,76.8,71.8,52.8
"ADCK5",223.1693,187.2413,159.0296,229.2651,257.146,175.7432,179.0566,182.5345,83.6,91.7,62.3
"ADCY1",150.4568,159.7393,187.4115,190.9334,161.3397,136.4569,154.0796,163.1574,48.95,46.9,47.55
"ADCY2",129.377,145.2884,144.7285,145.6602,141.981,122.6974,114.7564,133.1407,54,56.3,57.7
"ADCY3",1361.733,1245.989,609.3625,856.8334,720.2586,930.8296,305.3994,870.4011,364.8,582.4,499.4
"ADCY4",124.5538,191.8666,122.8336,201.2888,260.816,146.1648,205.3835,146.0737,68.3,133.4,76.2
"ADCY5",135.6018,166.8835,137.837,166.8817,146.2695,134.8532,131.2285,157.4355,55.2,54.2,42.4
"ADCY6",456.2378,217.6189,357.391,314.5824,427.5801,172.3061,489.2931,236.8754,130.2,136.45,125.3
"ADCY7",142.524,158.0235,148.2695,157.1918,207.843,267.9031,230.814,173.5762,56,54.7,51.8
"ADCY8",127.422,156.3513,129.6649,136.7107,150.364,136.1215,123.1417,153.3683,42,41.9,37.5
"ADCY9",136.1087,138.6425,168.5698,127.8425,141.6663,135.9886,121.8714,138.0906,79.8,101,105.9
"ADCYAP1",112.0707,127.9762,103.1917,114.237,126.2411,94.3583,102.7761,107.1714,47.1,50.9,50
"ADCYAP1R1",107.7624,119.0368,103.9589,109.0696,119.3386,105.0877,100.1739,126.568,43.7,42.9,40.7
"ADD1",1889.971,1296.816,2037.661,1785.168,1855.914,1446.451,2613.438,1409.517,1516.4,2089.85,1297
"ADD2",120.708,137.2035,117.9382,124.9801,126.2343,117.6191,103.7489,126.2092,39.375,43.25,40
"ADD3",320.7398,361.7104,475.9867,451.1365,461.8726,262.9385,650.7375,424.1488,170.9,190.75,190.85
"ADH1A",121.2813,300.1884,116.4078,386.5458,493.9814,132.8878,162.0086,127.0994,1002.3,984,471.4
"ADH1B",123.6531,173.5823,142.4955,150.9056,160.1134,118.6189,108.8403,136.2211,229.7,215.3,90.8
"ADH1C",146.571,204.4331,135.7561,225.5092,178.3598,143.4559,128.5663,155.1531,61.2,70.1,54.5
"ADH4",119.5586,139.6403,120.9577,160.5831,195.1226,122.867,124.3492,122.4779,39.1,42.45,40.8
"ADH5",148.2922,428.8404,211.1963,173.2054,172.1602,208.1617,231.3372,226.7652,47.7,60.4,70.5
"ADH6",131.137,137.6099,111.7076,133.6513,390.0355,120.744,133.6024,144.5423,43.5,47.9,40.6
"ADH7",146.3108,233.4986,156.735,284.4456,377.5836,192.9145,121.5959,133.3563,42.2,47.9,39.1
"ADHFE1",154.2218,185.8684,171.6247,161.0858,160.7134,174.7454,132.0789,164.053,119.15,108.6,113.6
"ADI1",445.5397,706.2971,460.9162,456.9546,332.9407,282.0996,561.8572,430.1254,58.3,57.2,48.9
"ADIG",108.0625,120.3387,104.732,103.2391,106.1851,108.927,110.7344,110.8138,46.6,47.1,38.9
"ADIPOQ",143.0992,162.3984,145.1895,166.63,163.6739,138.2766,117.3921,153.9965,47.9,52.8,38.9
"ADIPOR1",434.1898,477.8027,665.8458,358.3868,697.6975,826.8984,870.9952,711.9429,256.5,341.15,394.6
"ADIPOR2",401.0398,424.841,562.7667,716.0102,836.6146,671.0212,668.968,406.3923,297.4,370.7,338.8
"ADK",235.4837,230.2291,260.8483,227.8527,239.4014,313.4979,270.9277,262.041,78.625,82.5,106.425
"ADM",2132.267,662.1902,2708.134,2237.695,1282.892,14456.56,2456.43,1672.657,472.5,1184.8,1505.2
"ADM2",144.4187,148.4102,137.3373,162.3904,175.6336,143.6529,118.6353,157.353,65.7,68.7,66.2
"ADNP",383.1268,644.5982,582.6985,423.9667,538.2232,311.1095,567.9017,418.0578,104.6,143.75,106.3
"ADNP2",368.2542,526.2342,521.071,724.0326,498.6321,463.4841,550.5168,621.4736,192.6,209.3,160.1
"ADO",457.8281,389.107,340.1241,356.4544,382.9148,254.4278,577.6843,418.0074,147.4,145.7,140.3
"ADORA1",136.6092,154.4818,138.2844,137.9365,151.011,135.6388,126.2932,142.3337,37.9333,45.8667,44
"ADORA2A",149.2444,181.0036,158.0427,176.8228,181.5402,162.7972,121.5978,146.7712,55.5,66.1,59.2
"ADORA2B",495.5809,440.5555,257.7241,255.9134,162.3465,371.0649,346.7289,265.4191,84.3,97.7,212.1
"ADORA3",132.3896,167.2509,167.4428,205.5806,175.6038,191.8052,131.8965,178.4727,55.55,63.65,108.65
"ADPGK",380.4868,450.1313,424.7847,381.7553,546.9792,358.2155,367.3693,421.9771,167.6,185.3,174.8
"ADPRH",139.358,177.6592,131.8322,140.0767,167.9145,136.5204,150.1987,139.7519,35.8,40.3,36.6
"ADPRHL1",164.4426,155.1817,124.2294,135.7651,142.8017,120.3841,124.2255,159.2581,47.8667,60.6,43.3
"ADPRHL2",771.0391,670.929,778.9175,708.9795,876.3918,657.0391,550.1985,594.8259,88.4,121.2,133.6
"ADRA1A",120.8839,137.2394,123.9948,120.5999,120.1233,118.8228,112.091,134.6321,41.72,41.2,41.8
"ADRA1B",147.1023,151.1877,126.7968,116.0399,137.1618,126.062,130.2963,126.0782,42.9,50.1,43.3
"ADRA1D",110.6491,117.9002,107.1663,113.7697,110.4886,95.56091,107.2,105.4514,47.3,56.1,47.3
"ADRA2A",177.9883,162.4076,157.3213,171.8609,166.912,160.0939,155.2897,155.7663,52,49.4,47.4
"ADRA2B",159.9787,199.8978,163.5168,168.7568,171.8085,157.3846,144.7977,176.3913,38.8,43.5,51.3
"ADRA2C",128.1572,138.7037,123.9812,124.8833,130.029,121.2314,126.2528,131.9288,42.6,42.95,38.3
"ADRB1",156.731,160.0129,152.8842,168.6013,131.1973,137.9023,151.1886,152.0018,37.5,45.1,38.1
"ADRB2",211.5339,191.7393,170.8772,263.5172,243.1638,1408.202,154.9401,191.5246,132.2,114.8,105
"ADRB3",143.3167,152.4685,135.7493,136.1899,125.4535,123.0258,107.4929,143.9623,44,50.5,41.9
"ADRBK1",1727.865,1062.561,733.5901,683.018,1214.849,760.7061,937.9185,807.4484,39,43.4,42.4
"ADRBK2",142.8613,145.1787,123.0456,140.6835,141.6024,136.1084,124.2018,132.9487,35.2,39.2,40.4
"ADRM1",3343.431,1410.508,1144.084,1064.857,1180.328,892.6678,1066.727,1148.51,302.25,423.55,275.4
"ADSL",1337.799,1234.167,989.0667,1200.349,1266.136,1517.6,1162.651,1257.956,457.1,509.8,511.4
"ADSS",385.296,847.3787,664.4673,817.562,644.8096,626.8405,390.0009,979.2454,264.9,325.9,396.75
"ADSSL1",229.8864,167.0646,173.2783,167.8148,152.9014,215.8714,174.6416,191.0452,67.5667,69.3333,70.5
"AEBP1",264.4431,255.563,171.1105,345.8771,576.0309,882.1541,150.6894,179.8486,417.5,422.8,199.4
"AEBP2",305.8804,310.7546,321.9453,270.3375,302.5034,315.4662,248.3194,260.6546,87.6,123.1,116.5
"AES",3052.117,1083.86,1322.974,1135.192,1214.262,594.9651,2157.024,1195.588,1034.1667,1109.1,785.3
"AFAP1",149.213,178.2277,143.7651,167.1474,168.8192,168.3206,123.8841,180.4396,114.5,94.1333,86.6
"AFAP1L1",154.5139,198.8394,144.5545,189.8735,173.0636,214.4801,144.1369,144.3281,59.2,67.3,51.5
"AFAP1L2",154.6867,170.9593,128.751,159.3496,183.2832,230.9374,247.1477,173.446,101.1,118.4,95.45
"AFAR3",136.97,172.2073,134.3603,141.0303,142.3933,124.2496,126.0319,143.5246,35.9,45.5,37.6
"AFARP1",135.5235,154.8696,149.8724,158.0155,148.0425,142.0572,115.3963,134.892,41.05,46,39.6
"AFF1",145.0007,264.4846,218.1504,295.8508,315.2577,204.6031,287.142,268.3138,84.55,130.3,116.3
"AFF2",124.1133,131.1229,115.7147,124.4136,125.5408,116.5309,101.9807,132.606,37.6,45.6,41.5
"AFF3",117.4458,146.4456,108.6749,118.6072,150.0999,116.8161,102.2369,130.2803,62.5,80.6,78.15
"AFF4",197.2379,675.5408,872.83,714.2847,579.6891,1116.789,515.8276,1158.369,81.3,116.4,122.5
"AFG3L1",133.9813,164.9823,150.4847,160.4737,157.3196,142.8712,145.6428,165.3322,62,72.7,69.1
"AFG3L2",500.232,1381.511,918.9661,1324.105,1163.127,1002.995,1067.985,1332.216,288.9,399.8,351.7
"AFM",112.1932,122.7294,109.0466,98.95302,106.6061,99.8681,105.8499,107.8997,34.8,36.4,37.9
"AFMID",175.1269,201.1837,179.8549,194.8484,187.5992,148.197,145.5892,207.116,47.65,55.5,67.15
"AFP",121.813,155.4318,138.7445,123.0093,149.9563,134.25,108.9059,131.6359,41.1,44,38.5
"AFTPH",353.7541,516.0807,340.4704,519.525,426.019,309.8525,406.9369,325.6637,63.8333,98.1667,85.3333
"AGA",218.1573,265.7334,351.7188,364.4979,362.3618,385.3975,420.0747,421.9232,116.8,130.1,90.4
"AGAP1",132.7746,146.6022,131.9638,136.1014,124.7918,135.4496,111.8403,141.247,34.3,39.55,40.05
"AGAP2",123.4475,139.7565,119.3312,122.335,133.959,126.4564,133.9268,130.647,37.6,39.3,37.9
"AGAP3",336.1596,368.3016,262.2895,253.0322,193.9465,277.9992,223.5793,361.7591,55.45,83,52.5
"AGAP7",143.3116,153.5238,143.4318,154.7772,136.4006,129.2298,126.4904,131.0265,49.3,51.1,51.7
"AGBL1",114.0475,134.3923,109.4824,112.2261,117.2437,117.4319,105.4171,117.9463,36.7,41.2,36.9
"AGBL2",151.1054,181.057,154.5673,155.8814,147.0781,149.5317,140.7068,149.0969,45.2,47.6,43.2
"AGBL3",132.6099,162.1384,134.8527,143.0058,136.4037,124.052,113.4671,131.8843,42.7,41.5,45
"AGBL4",119.4765,134.3905,111.4896,118.6607,126.8458,110.0341,109.8796,120.305,39.4,40.2,39.7
"AGBL5",664.5825,396.8097,410.6858,309.7308,310.1217,266.2258,274.8542,274.6971,164.9,179.15,126.2
"AGC1",134.8742,131.4508,125.093,120.0506,120.5719,114.1189,119.876,120.9774,48.1,55,46
"AGER",129.1868,158.1654,147.1677,146.1772,150.3797,132.7145,122.8032,147.3327,42.9667,44.9,41.9
"AGFG2",155.6875,189.9348,182.1385,167.9119,166.1551,162.9261,126.4892,165.0352,59.8,70.05,53.3
"AGGF1",204.8255,350.7991,438.8927,286.1821,328.3565,323.5208,295.4258,351.4398,91.6,112,118.85
"AGK",247.2662,459.8656,332.9598,547.1109,429.9166,392.5609,375.3476,563.5425,101,150.1,159.7
"AGL",199.0943,264.5233,203.0122,224.9827,207.6217,161.3055,198.6754,197.715,99.8125,93.9375,87.4375
"AGMAT",210.3421,186.2299,118.3777,221.1614,195.6504,105.0934,136.1282,167.0428,60.5,73.8,67.5
"AGPAT1",239.303,161.1797,161.2461,145.0083,160.5332,133.6358,167.447,166.7909,75.1,73.7667,63.5333
"AGPAT2",1194.132,369.7699,207.1318,325.358,333.319,347.6184,808.1949,545.8433,126.8333,168.1333,104.5333
"AGPAT3",136.2158,153.1181,160.0634,144.6498,181.9396,148.0839,163.443,164.6726,42.2667,47.8,46.1
"AGPAT4",132.4873,143.1375,167.2699,133.9085,174.7135,145.0581,144.3816,134.0292,75.15,64.1,57.8
"AGPAT5",145.8066,201.7369,200.3199,289.1727,190.2015,269.604,180.8046,265.8031,46.3,62.4,70.2
"AGPAT6",233.0581,243.3374,182.7359,193.2169,229.1669,176.9976,171.2155,192.4045,36.2,55.9,45.5
"AGPAT9",148.7979,155.8855,134.2866,171.481,162.601,192.8906,109.2413,159.1543,64.2,65.4,83.5
"AGPS",212.0252,256.6851,212.8072,292.3608,301.0426,396.7003,208.9063,262.7848,105,138.9,199.5
"AGR2",2696.764,998.5438,1259.148,1297.985,330.266,159.6276,3694.119,4592.708,65.4,86.2,83.9
"AGR3",139.7534,178.4954,146.7939,173.4964,141.5178,138.7295,129.862,145.9739,41,46.4,50.85
"AGRN",2002.911,652.694,695.5938,572.5333,674.0217,319.3041,1264.314,731.5423,162,265.15,139.5
"AGRP",125.7091,147.502,131.1132,135.3683,133.1349,121.7003,110.3404,134.1776,38.75,42.1,38.3
"AGT",150.4934,160.4139,120.5471,180.1789,162.5927,120.2562,131.8565,157.6479,39.8,48.3,43.7
"AGTPBP1",164.8023,172.7399,140.1068,159.9988,168.2851,235.1228,143.3219,133.9984,66.15,73.2,76.15
"AGTR1",159.3157,185.6942,161.0715,174.2066,170.6071,157.253,128.9116,161.6792,84.4,90.1,60.35
"AGTR2",119.1586,143.3011,112.7731,131.2846,124.889,113.9046,118.9202,115.6965,40.9,49,37.6
"AGTRAP",725.3441,196.4172,214.7672,186.0326,271.7227,305.4057,161.5814,185.5723,51.75,71.2,68.25
"AGXT",128.3218,154.6705,144.139,145.6113,139.9218,128.4075,120.4127,160.8534,39.4,40.4,37.7
"AGXT2",113.6993,128.4699,107.5328,114.4035,124.4722,102.7886,98.12476,115.3956,45.9,40.5,41
"AGXT2L1",126.7055,133.8849,114.2988,133.8557,129.8255,114.7592,111.0499,126.8725,41.15,46.2,40.6
"AGXT2L2",145.2862,162.3453,158.8574,154.9558,176.1553,171.6349,218.8071,177.5839,88.95,107.45,98.55
"AHCTF1",194.3248,404.3404,245.554,404.7996,259.6188,190.5264,183.7952,360.9437,107.5,138.3333,119
"AHCY",3124.701,1825.209,2309.5,1367.739,1419.985,1330.294,1459.183,1548.647,526.9,656.1,658.3
"AHCYL1",1484.973,2282.885,1472.54,2345.181,1776.44,1050.812,1965.026,1448.87,629.9,910.8,1002.6
"AHCYL2",144.7853,185.2778,173.5103,174.9267,181.0407,152.8481,165.7076,201.5664,95.3,98.9,85.1
"AHDC1",228.2277,156.5959,147.2124,133.4785,144.7975,176.7821,180.7856,157.6536,59,84.6,57.7
"AHI1",169.4087,211.6901,252.6078,244.8764,269.8448,175.7731,313.3633,260.0063,164.6,173.6,144.9
"AHNAK",817.4881,496.9148,632.7977,453.3416,816.592,2806.328,1670.147,1287.708,696.3333,756.9667,644.3667
"AHR",2535.653,5673.727,3198.671,5173.949,4097.616,2836.489,4564.454,4277.561,1493.15,2033.9,1626.5
"AHRR",111.9725,116.4949,116.254,112.1059,114.5997,111.7,99.30928,116.4057,35.3,51,44.1
"AHSA1",819.7708,415.644,541.2839,936.2197,520.7159,548.3696,1095.547,665.8778,263.8,388.6,379.8
"AHSA2",417.8513,460.7772,701.3911,645.5975,542.773,308.593,815.8908,707.6251,121.1,94.5,109.2
"AHSG",111.0662,122.4466,105.9896,106.6209,105.162,107.9797,94.43027,110.4725,37.4,40.4,41.8
"AICDA",150.1369,198.038,149.2004,143.9301,169.0088,163.3392,127.6234,164.1848,40.7,39.1,35.8
"AIF1",184.778,280.1808,219.6717,364.5446,469.7648,273.1257,264.4668,223.0994,79.1333,65,130.3
"AIFM1",478.8015,396.5656,239.3705,329.3938,323.4992,219.6218,410.8882,309.1063,85.7,101.85,113.275
"AIFM2",145.1201,144.9718,134.8291,134.0056,149.9179,115.2211,157.6145,161.3153,57.9,61.3,64.9
"AIFM3",208.8641,160.7303,142.8122,155.1896,166.4605,119.383,187.2108,174.7725,42.2,43.1,38.5
"AIG1",431.209,377.2106,898.6897,375.1089,334.372,427.4642,1224.028,1079.114,141.4,216.2,298.7
"AIM1",244.9614,264.1489,311.6244,248.3181,318.3921,318.4556,435.8036,218.149,84.3,88.7,72.1
"AIM1L",219.9847,234.8513,161.2557,183.4134,200.2916,239.7965,174.9654,222.2803,53.7667,66.8667,52.1333
"AIM2",130.2941,155.3288,284.9285,184.5786,239.7405,218.172,662.632,417.8307,43.85,59.35,53.3
"AIP",1080.105,402.8572,493.8411,341.3752,468.1543,243.378,529.9473,441.7713,477.8,570.3,369.1
"AIPL1",117.9088,131.1304,126.926,119.1233,118.0472,112.8302,129.4788,132.502,43.8,50.25,44.4
"AIRE",1938.445,5795.024,3857.277,4604.855,4347.839,3473.443,4430.779,3688.371,1475.7,1784.1667,1404.8667
"AJAP1",125.5813,161.3936,130.1726,134.9859,137.0701,128.8278,223.4132,139.0079,45.9667,45.1333,45
"AK1",300.2931,242.6211,148.0147,219.4979,190.1835,191.4485,131.701,174.0732,69.9,80.1,70.8
"AK2",1360.073,1063.492,1320.629,949.5935,1370.628,1072.579,992.4304,1348.237,294,356.8,403.5
"AK3",514.6891,843.9193,589.3135,1335.267,1254.003,996.5908,1362.609,730.185,1194.4,854.5,971.3
"AK3L1",145.0141,180.793,211.2133,164.4052,164.9019,791.7199,144.4621,191.7909,66.775,65.025,110.25
"AK5",127.999,159.374,126.8125,134.9162,149.4866,132.04,111.185,135.114,43.2667,45.3,41
"AK7",112.9498,120.3156,112.9909,109.2728,111.8605,109.6729,106.255,120.0151,42.6,41.5,33.1
"AKAP1",195.665,217.9415,180.4143,222.5688,194.94,136.5272,211.5904,178.0509,55.2,69.6,58.75
"AKAP10",235.2622,211.5716,180.5148,190.3225,177.3758,185.5348,170.7758,173.0364,68.3,89.5,64.3
"AKAP11",205.0266,412.3299,180.6089,270.1701,324.83,252.2698,258.7579,391.8279,113.2,145.34,121.6
"AKAP12",207.8313,198.8987,163.0128,202.7444,188.4715,150.6771,123.7591,159.8076,51.05,59.775,60.125
"AKAP13",264.3126,294.9002,242.4371,314.9147,379.679,373.0775,487.0298,271.6917,165.4667,241.8667,201.2
"AKAP14",112.9846,138.8149,120.4614,131.2733,131.5854,115.0701,111.9814,124.9547,39.9,40.4333,37
"AKAP2",137.6171,161.9884,145.9647,151.3383,146.2158,136.5263,125.6287,151.9591,44.6,49.1333,42.4667
"AKAP3",124.7392,130.8763,115.0421,120.0763,122.1563,111.7205,123.9482,118.4745,53.4,60.2,48
"AKAP4",124.7603,137.7624,125.2007,135.2981,127.7681,118.9519,114.1608,131.79,48.4667,44.1667,43.3667
"AKAP5",122.321,154.9852,140.278,133.8147,127.3669,137.7544,107.085,130.1216,38.3,41.9,31
"AKAP6",115.9177,135.7441,111.1948,127.0911,123.845,123.3167,113.0072,116.6534,48.3,46.2,40.5
"AKAP7",290.6572,181.6068,185.4034,285.0266,145.6517,122.9571,597.7836,201.6533,89.975,81.85,74.675
"AKAP8",313.1192,437.1167,305.5249,419.5642,317.5897,257.9066,583.3952,399.7534,266.8,247.2,202.7
"AKAP8L",525.062,241.5327,285.2665,350.3035,268.8752,195.7794,263.3086,289.5466,262.3,459.5,184.2
"AKAP9",119.7947,125.8062,124.6531,139.997,118.5059,121.2258,133.9358,139.7911,37.95,43.7,44.2
"AKIRIN1",190.8057,356.3836,315.7234,339.1909,308.6583,257.4474,240.1205,340.6905,75.9667,110.8667,139.8333
"AKIRIN2",709.0736,413.042,586.6401,417.3228,574.4383,499.4478,600.71,545.8301,160.8,217.7,283.6
"AKNA",316.0792,227.4485,220.4641,332.5496,472.5263,176.8122,279.9924,261.3462,182.7,237.7,150.4
"AKR1A1",1906.327,1484.616,916.1901,1982.245,1827.703,695.9244,1075.389,970.8047,436.7333,422.4,496.7
"AKR1B1",2614.187,3618.625,2081.864,1550.609,1772.712,615.014,386.5216,1741.006,442.3,520.9,739
"AKR1B10",163.6047,484.7062,275.4776,325.6344,296.2883,5922.299,143.5261,132.6742,125.6,247.2,120.1
"AKR1C1",110.4263,116.1009,101.0675,108.1304,106.0709,102.9068,96.078,124.3524,42.4,38.6,34.6
"AKR1C2",2300.715,5171.731,3478.811,2420.133,348.2362,563.985,1309.963,2029.827,1011.7,1569.52,993.48
"AKR1C3",11444.1,19777.29,15441.33,9639.558,7789.607,1317.014,6331.205,3982.324,2816.5,2918.2,4202
"AKR1C4",1910.815,8176.54,4956.286,3672.838,1668.965,890.8664,1955.908,2427.035,206.65,516.65,864.25
"AKR1CL1",123.9453,153.7411,135.8535,134.0927,129.6111,127.1234,114.6318,133.7702,41.1,45.6,39.7
"AKR1D1",5108.324,12680.19,8686.766,11014.32,9063.801,9337.209,6908.308,9916.834,3533.1,4434,3722.5
"AKR7A2",4517.497,1725.787,1943.969,2105.282,2017.867,1997.782,2304.842,1513.488,663.1,683.9,582.7
"AKR7A3",678.6417,299.0227,305.9509,339.0499,315.8241,333.3724,346.727,262.6394,94.25,101.85,83.55
"AKT1",2688.446,693.1573,960.1171,1159.597,933.4365,811.6338,1286.649,1349.245,508.4667,656.8,554.4
"AKT1S1",389.4436,204.1291,168.4704,199.1242,227.3579,174.445,179.3086,195.5183,55.1,62.4,48.2
"AKT2",141.4798,135.8782,118.965,118.5985,129.3546,119.8776,114.9984,131.3953,41.3,50.7,42.1
"AKT3",127.5048,168.2464,138.8438,149.5831,137.2242,130.1095,116.934,147.1277,40.575,44.225,46.175
