SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"OR51G1",126.2376,161.1131,141.174,135.3156,138.2735,142.5006,104.2329,138.8419,37.2,39.9,47.6
"OR51G2",103.3609,124.4778,116.0894,112.5098,115.0576,109.7383,98.34882,121.4931,32.7,39.4,37.7
"OR51I1",110.793,123.5062,115.865,112.4273,112.9731,106.6187,99.80383,120.115,44.2,41,39
"OR51I2",130.6488,175.8805,149.7674,143.5394,145.7221,132.9319,113.2319,137.1525,39,41.2,37.2
"OR51L1",116.8054,126.7571,111.9917,121.7097,116.026,110.1179,106.0945,121.5228,40.5,42.7,40.1
"OR51M1",169.7485,186.8144,153.0272,162.5131,150.8608,146.0844,136.1944,167.5426,41.1,40.6,37.8
"OR51Q1",134.6179,149.1525,117.6528,141.7839,129.6513,108.484,125.3339,128.3542,48.7,42.8,38.3
"OR51S1",122.1889,121.3645,98.86118,115.4418,120.9483,106.772,103.0467,116.4385,38.7,39.1,43.6
"OR51T1",149.5215,166.0364,149.2439,157.4221,166.579,151.0998,121.5605,153.6425,45,51.5,44.5
"OR51V1",125.595,130.3055,104.7204,122.7212,107.3005,103.1952,113.0013,125.1136,37,35.1,34.5
"OR52A1",110.6225,120.1341,112.1264,119.5083,112.375,97.66399,104.6785,110.0332,38.2,41,39.5
"OR52A4",152.9486,138.5414,152.7032,148.0702,148.7442,134.3922,124.6854,153.1686,41.2,38.9,34.1
"OR52A5",119.4256,159.4532,126.9179,133.1639,141.6999,122.0435,117.9029,126.9501,51.15,55.55,46.75
"OR52B2",108.4257,114.9314,105.9931,101.3743,101.1628,104.7988,97.20382,107.3252,42.4,48,40.9
"OR52B4",106.8388,116.1923,105.5908,110.9242,121.7738,100.7123,101.8593,124.4705,41.8,40.3,42.4
"OR52B6",133.4101,173.9972,137.4977,142.3058,153.6704,129.0663,122.7471,136.4071,38.5,51.9,40.3
"OR52D1",127.0874,137.7705,123.263,120.434,129.4955,120.7506,120.0645,130.975,47.7,40.5,35.9
"OR52E2",130.1289,170.3559,127.3979,132.5878,145.7262,133.0202,111.5847,143.2849,40.2,39.9,38
"OR52E4",101.8554,130.7533,111.7101,115.1805,113.9958,105.9734,101.9242,115.929,42.2,41.2,37.4
"OR52E5",149.6884,188.7551,161.4923,143.746,154.2459,147.1875,128.0444,159.7947,50.1,49.4,40.9
"OR52E6",132.4421,149.5077,117.6608,157.0777,125.5182,133.4664,127.1092,141.3815,40,50.5,40.3
"OR52E8",111.0116,132.6817,112.9893,104.4736,110.7864,108.4342,112.5425,118.5909,38.8,37.6,37.3
"OR52H1",109.9342,114.9232,101.0477,119.005,119.3346,110.8544,107.1003,124.1992,38.2,46.8,43.8
"OR52I1",139.4262,162.1088,149.3667,163.858,147.8553,138.8267,142.2483,144.5701,41,45.3,42.4
"OR52I2",116.7572,125.1704,120.1184,105.0176,111.1725,98.29897,109.5616,111.8162,36.8,47.1,36.5
"OR52J3",158.6653,164.0577,124.5319,146.4778,141.7286,141.6003,107.9427,133.8657,41.4,43.9,40.9
"OR52K1",125.5912,140.8821,133.3833,119.8657,140.6774,119.7924,122.8427,129.7997,43.2,47.1,44.1
"OR52K2",140.591,159.1581,142.7178,146.6627,138.6536,138.3616,103.151,151.195,42.6,40.2,37.6
"OR52L1",134.3547,137.2352,131.4191,127.2155,148.4301,132.9023,106.6935,126.5001,44.9,46.1,39.2
"OR52M1",130.7852,194.5406,150.9669,149.9363,144.9535,149.8869,111.3455,170.5219,39.5,42.9,42.1
"OR52N1",106.9235,145.4063,127.2005,123.7015,112.1738,121.1664,119.1847,134.571,45,43.8,41.5
"OR52N2",125.219,142.8092,134.3386,116.534,128.0646,130.0439,138.9162,128.7304,49.3,45.3,39.4
"OR52N4",131.5239,135.7051,116.0629,120.7148,121.4947,111.4753,110.4191,120.9725,36.9,40.4,41.7
"OR52N5",144.8821,151.893,134.4732,141.1799,144.6235,139.8522,133.7848,145.0191,43.4,45.2,43.1
"OR52R1",127.5757,134.1227,116.6946,115.7534,112.0449,115.9986,109.3654,116.2225,40.5,45.8,40.2
"OR52W1",123.4419,134.1906,120.6768,125.0708,125.5309,122.3629,114.9462,123.88,43.2,46.8,41.7
"OR56A1",116.7821,124.2561,114.314,111.9006,112.998,99.66782,101.4474,117.0593,43.6,40.2,41.7
"OR56A3",132.1222,163.6895,133.7766,160.6651,144.9971,137.6949,115.0815,135.108,38.5,43.9,36
"OR56A4",116.3611,143.6322,111.3758,135.9507,121.9313,110.1891,104.6576,123.1052,40.2,38.4,37
"OR56B1",158.7182,177.7429,152.0469,155.6448,164.2271,159.5245,120.2049,171.5918,41.9,38.9,41.3
"OR56B4",118.6719,123.9888,106.5812,119.8787,114.5505,114.3759,109.889,120.1313,41.3,50.3,41.3
"OR5A1",133.0284,164.6517,155.6316,164.6552,154.9026,157.0408,123.8011,139.4314,34.9,40.4,35.4
"OR5A2",133.0707,193.6119,133.1889,155.6485,139.9944,145.4886,125.9542,137.4568,39.4,38.2,34.3
"OR5AC2",107.1895,122.1179,111.7772,113.9996,117.1409,108.156,102.9055,113.3825,37.6,43.6,44.5
"OR5AK2",115.0607,129.5647,114.7357,113.8817,116.7927,110.6925,111.3511,121.3381,36.2,38.8,35.9
"OR5AN1",135.0716,158.735,146.9856,139.6595,150.1436,122.8776,106.7842,122.8778,43.3,46.4,40.5
"OR5AP2",130.8808,158.0824,149.4893,154.7769,134.9186,146.0051,111.8009,151.9418,37.4,47,40.6
"OR5AR1",128.9199,144.5066,120.3323,127.6583,132.4503,129.0689,109.8989,128.6117,40.8,45.25,41.9
"OR5AS1",159.8254,179.9445,175.9537,162.7662,177.9769,165.4218,125.5863,175.7584,49.7,48.9,39
"OR5AU1",123.1888,150.4866,131.1417,131.5371,119.4622,151.0757,102.5801,127.7069,41.7,45.3,44.7
"OR5AY1",118.1533,118.7329,111.9207,106.7278,118.5061,104.7632,113.3204,117.8439,45.8,45.2,40.4
"OR5B12",117.113,149.5849,130.9687,127.4914,127.2028,129.1926,101.4614,132.7343,41.6,35.7,42.1
"OR5B17",114.9528,119.3254,106.332,106.8431,104.0096,122.9646,103.0368,113.5162,32.7,41.6,38
"OR5B2",115.6876,125.2919,106.6378,106.6501,111.2137,105.242,103.373,116.8192,40,48.5,44.8
"OR5B21",116.2699,133.7395,113.1035,113.0273,114.1062,114.1321,110.6822,110.4826,41.6,42.2,50
"OR5B3",126.0173,154.0718,149.7017,134.4828,143.4419,136.9539,112.1701,140.4301,36.6,39.5,37.2
"OR5C1",133.0857,166.1297,143.2762,143.4379,139.7868,142.3384,121.3448,145.0364,43.1,45.9,37.7
"OR5D13",111.5394,124.6387,104.5861,114.6303,115.1107,115.1409,116.7188,112.3107,40.5,40.8,43.8
"OR5D14",140.0303,163.4757,163.6435,149.9513,161.6417,144.247,116.9808,155.9516,42.3,40.4,45.9
"OR5D16",132.202,171.9059,140.2871,158.3509,143.3255,140.7954,121.7076,153.4822,43.65,44.25,44
"OR5D18",132.6136,156.3107,136.3936,143.6798,154.1161,142.4587,120.3676,145.2609,36.6,40.6,39.5
"OR5F1",144.6987,176.9459,133.6987,159.2105,153.9123,139.6047,119.5058,162.7428,42.9,45.4,40
"OR5H1",119.0241,139.4832,111.4581,109.8038,116.385,105.4415,102.0183,117.3623,39.9,42.7,47.7
"OR5H14",105.6505,140.3798,113.3212,129.2523,112.0138,109.3893,97.09521,119.9963,43.7,39.5,38.2
"OR5H15",113.2307,136.8222,110.7151,128.4617,113.135,105.6685,106.9041,116.9649,40.5,40,33.7
"OR5H2",105.715,131.2399,111.6217,114.3604,105.62,107.4798,101.964,114.9681,37.1,46.3,36
"OR5H6",114.3855,134.2698,109.331,121.8071,113.6215,103.8045,93.9398,113.4259,43.9,41.5,35.3
"OR5I1",112.83,130.8096,106.2391,112.3934,104.3394,106.7416,100.9745,111.3108,38.4,42.8,41.9
"OR5J2",112.9929,145.2719,129.3508,113.1145,115.8558,126.1195,118.2385,122.8482,35.6,37.1,38.9
"OR5K1",109.4585,136.3623,103.5288,106.6121,110.5749,105.5,97.80873,120.4745,47.7,42,41.4
"OR5K2",117.4753,134.3946,106.8333,110.872,116.5185,113.606,129.9312,113.9935,39.6,38,45.7
"OR5K3",117.9138,132.109,114.8133,119.3343,115.7174,117.8365,101.8178,123.806,39.25,40.65,38.7
"OR5K4",141.8166,160.8678,147.1543,150.2588,139.3778,131.585,119.0594,146.0448,41.4,47.45,44.35
"OR5L1",118.9755,151.191,126.4844,135.0442,132.4687,110.6839,110.0026,123.0762,43.8,44.45,42.1
"OR5L2",118.2415,136.8301,104.1214,124.2267,117.6523,112.7715,114.5749,113.4073,40.6,45.2,42.65
"OR5M10",120.4579,145.5765,122.7827,128.6725,116.9393,125.9876,107.0103,130.7319,42.75,46.3,39.8
"OR5M11",132.2361,137.0053,154.962,164.2587,125.8148,131.9823,116.9329,133.7817,43.1,40.5,42.5
"OR5M3",111.5792,141.3264,125.394,124.6811,122.7597,110.8956,118.6849,126.983,40.3,40.2,41.9
"OR5M8",128.8821,162.749,141.3051,146.2486,141.3298,135.4636,118.8024,149.8778,39.1,40.5,43.6
"OR5M9",142.4096,141.8612,123.5411,139.8199,133.5752,121.7261,101.8734,133.5003,39.7,41.9,38
"OR5P2",128.7212,154.1573,134.5568,135.0467,146.3604,129.4103,111.9508,139.7624,37.5,43.75,37.75
"OR5P3",124.5799,148.3791,120.2702,136.8884,128.1473,133.2392,110.6404,129.6316,40.3,42.9,42.25
"OR5R1",107.5363,130.4834,107.9839,129.5329,126.0487,108.8854,113.5637,120.7287,43.2,38.3,40
"OR5T1",137.0082,157.0794,132.766,135.0711,143.8401,115.2758,112.5934,146.0955,39.7,39.3,42.7
"OR5T2",117.8275,140.0907,125.9674,138.2856,120.9322,121.2698,100.2099,128.7663,42.45,47.8,44.25
"OR5T3",106.2469,129.2045,125.3646,107.6332,117.1477,117.4042,99.55392,115.144,44.8,43.9,46.1
"OR5V1",111.8424,144.9058,115.5946,112.6991,110.9522,109.3979,114.2051,125.5277,38.8,49.3,41.3
"OR5W2",116.9821,141.6252,123.3399,121.6823,119.3046,109.0583,100.5016,130.0531,37.7,42.5,30.1
"OR6A2",134.2196,142.0306,124.1534,126.945,127.2997,119.0608,106.2843,135.7622,45.8,36.9,39.4
"OR6B1",111.8652,127.5003,113.6267,108.3224,115.0466,98.11864,98.44588,123.0258,48.2,51.5,40.5
"OR6B2",112.4768,127.0433,103.488,102.5626,100.6114,112.3583,97.23758,105.858,38.2,41.9,40.5
"OR6B3",109.9253,116.9776,113.7305,108.9261,125.0161,107.3981,114.1522,122.229,40.9,48.5,39.1
"OR6C1",116.5003,118.618,105.1607,107.3552,119.6607,93.45007,86.22493,109.9172,41.4,38.7,42.6
"OR6C2",116.6586,159.1874,118.5174,145.346,128.7986,144.6304,111.5519,130.4865,32.8,44.4,31.8
"OR6C3",112.6289,121.3721,107.6927,116.6027,112.0223,113.0762,106.1685,121.9456,40.9,44.9,39.8
"OR6C4",107.1741,130.6791,109.3845,121.221,109.6899,107.2352,124.3702,108.9791,35.6,43.3,36.6
"OR6C6",134.3601,190.2014,125.4617,136.2398,123.0849,148.306,101.9676,137.1989,41.5,44.6,45.6
"OR6C65",112.2603,132.4036,101.1582,113.1722,106.6551,108.9301,116.2767,114.8753,46.6,42.6,38.9
"OR6C68",153.3882,158.4461,160.973,142.0623,139.5445,123.9738,113.4967,150.103,34.8,42.9,39.5
"OR6C70",128.2074,165.0262,141.7497,161.2374,144.5839,139.9979,112.0844,155.6826,38.4,49.7,41.2
"OR6C74",126.2926,151.0193,114.704,127.6562,131.8363,126.5344,105.8427,137.2011,49.2,46.4,43.8
"OR6C75",119.5591,143.5962,134.3567,137.4211,127.9747,125.1764,112.1615,147.787,43.9,40.3,38.9
"OR6C76",105.9404,110.5825,111.2385,102.2931,95.98111,106.5506,104.4829,111.364,36.7,48.2,41.1
"OR6F1",112.2763,138.3145,110.8455,111.4756,107.0478,109.6862,95.50468,130.5946,40,41.7,39.4
"OR6K2",119.1264,127.283,124.0328,128.1077,129.178,136.2441,116.1952,144.888,42.1,45.8,39.2
"OR6K3",117.255,130.9515,112.8717,109.2101,112.0353,101.8844,111.7733,116.6517,42.1,43,40.5
"OR6K6",121.4607,147.7315,128.5293,142.1285,144.2889,128.1066,110.0646,133.5034,34.1,46.5,40.9
"OR6M1",132.2753,148.352,136.3807,139.7757,127.4165,128.6354,123.8274,127.9858,44.7,38.8,41.3
"OR6N1",126.1141,147.6867,114.5799,135.6363,137.6456,116.3728,116.3252,128.0209,42.1,46.5,41.8
"OR6N2",119.5646,126.8983,116.8974,130.8903,123.5685,108.9641,113.7194,117.1251,43.5,44.5,42.3
"OR6Q1",107.738,118.6409,107.198,99.06642,106.0241,101.2452,108.3892,105.2517,40.3,50.8,41.1
"OR6S1",117.9383,143.2518,119.7086,121.9519,123.2236,117.8224,106.2008,130.6169,39.6,39.9,38.45
"OR6T1",125.6501,121.8205,108.8091,112.81,106.6238,115.898,105.4169,114.4317,39.9,42.8,40.8
"OR6V1",118.9968,140.9378,124.5487,117.4376,109.1347,121.2999,124.3135,130.6518,47.5,44.1,56.7
"OR6W1P",114.6677,145.7081,121.8614,115.7512,127.1896,117.8773,104.5032,127.8186,40.7,44.7,42.4
"OR6X1",115.383,143.9404,116.9012,123.6791,125.5602,113.305,104.083,114.4316,42.2,42.35,41.6
"OR6Y1",135.3473,155.3669,129.4878,131.8664,116.426,135.7164,102.4325,137.4607,44.5,42.7,34.2
"OR7A10",143.5808,151.0442,134.1307,151.8637,136.5683,143.5169,117.0653,131.5448,38.6,41.8,39.5
"OR7A17",124.3209,133.3936,110.4702,117.8079,121.3548,115.6076,123.4805,120.4348,40.5,36.9,38.9
"OR7A5",122.8511,154.399,127.5161,131.2902,124.0982,129.7448,103.1714,139.1497,40.3,43.7,40.1
"OR7C1",105.8503,122.8512,111.4971,114.9082,112.9638,102.5554,109.0797,119.677,41.1,39.4,34.2
"OR7C2",116.2266,137.6432,118.8068,124.7446,130.1707,108.4483,145.3096,150.885,46,48.5,38.2
"OR7D2",116.8446,125.5297,94.59973,126.9585,112.5931,108.0462,99.15415,111.7238,42.7,50.1,40.2
"OR7D4",119.7912,127.8814,118.1128,115.7196,112.8278,113.6521,104.1952,125.1319,44.7,39.4,39.8
"OR7E156P",139.0699,173.0721,149.4304,167.2577,177.4079,192.2957,196.3216,169.177,55.85,74.75,66.2
"OR7E24",126.5647,159.9573,122.1872,134.5087,136.0366,134.7824,114.0859,146.0835,39.45,43.4,41
"OR7E37P",145.6454,162.3993,148.3508,148.3679,156.8928,113.5925,194.9418,134.5444,57.2,61.4,61
"OR7E91P",935.3362,276.8209,159.3533,504.1089,328.683,132.9561,238.9909,209.8822,72.75,61.85,49.55
"OR7G1",130.6026,139.643,141.6667,147.9205,151.8481,137.0748,123.2524,143.7634,38.2,41.4,33.8
"OR7G2",119.2151,142.1101,139.6878,124.5468,112.5834,133.5244,146.697,143.5637,29.2,40.6,29.2
"OR7G3",125.3206,132.8928,141.7511,127.8381,135.9146,130.2777,122.6303,116.8623,38.6,46.8,39
"OR8A1",122.5135,125.9345,110.2238,118.836,110.9119,104.4972,116.0154,111.5622,49.4,42.8,44.3
"OR8B12",139.1949,149.1069,135.5949,162.0934,140.1643,150.5511,126.7601,144.9182,43,38.4,37.9
"OR8B2",118.1871,129.2517,103.5072,112.6485,109.0725,108.321,104.0956,112.8425,44.3,45.4,42.3
"OR8B3",114.2444,117.2595,101.1573,109.3878,118.1134,104.115,105.6031,113.2043,43.3,41,39
"OR8B4",123.9933,143.0204,125.2544,131.9943,123.9626,121.622,120.8869,133.2768,38.9,39.9,41.6
"OR8B8",119.8518,133.2537,103.3864,111.6473,122.1394,111.3109,108.0875,118.152,33.2,35.2,35.6
"OR8D1",120.6855,132.0658,106.7363,122.2635,109.1605,106.7748,120.5585,123.3191,41.7,41.7,42.1
"OR8D2",124.3997,127.0586,126.9147,125.0867,129.745,120.2296,107.148,127.4782,42.4,47.1,36.9
"OR8D4",111.7854,139.1121,102.1624,106.2017,113.8878,108.0023,98.09017,123.0718,40.3,39.9,39.3
"OR8G1",120.6764,159.037,126.9604,153.141,128.2705,129.5338,119.0495,131.7283,36.7,45,43.1
"OR8G2",136.7143,152.874,114.4855,139.4695,126.0249,122.4364,125.3367,125.0559,41.8,44.8,41.5
"OR8G5",143.0965,121.3129,112.1003,114.2706,113.9829,97.98647,100.8089,109.7753,41.6,46.5,43.6
"OR8H1",141.5829,162.8822,137.0513,149.7752,156.3338,131.4708,114.9326,140.3655,47,46.25,38.85
"OR8H2",131.1847,169.9748,138.928,148.7258,139.5934,131.5793,107.4655,145.1168,38.5,41.3,41.9
"OR8H3",103.1452,125.0645,110.8781,115.4435,111.6965,118.3643,112.7549,123.1275,44.5,47.5,47.6
"OR8I2",126.2817,152.915,132.6603,147.875,124.756,127.2968,114.4778,143.9435,38.4,41.8,40.5
"OR8J1",121.4095,146.3809,129.6598,137.2123,132.9206,127.2017,112.8384,132.746,38.35,40.65,42.45
"OR8J3",152.6724,161.8147,141.9073,151.6813,155.1254,137.1293,118.5646,139.7672,39.55,45.2,37.8
"OR8K1",116.8792,121.0107,100.4074,106.785,101.1392,107.5336,103.2401,112.4627,37.8,45,42.9
"OR8K3",129.8739,154.895,132.6649,133.2765,143.5357,123.2871,101.3418,153.3431,40.7,39.3,36.4
"OR8K5",142.5672,157.1275,207.8588,149.9934,153.1598,138.6613,117.8819,138.6007,44.25,42.3,45
"OR8S1",106.2746,122.7472,103.084,107.6677,107.1219,103.3304,102.0174,118.6533,38.2,37.4,39.1
"OR8U1",107.371,132.7223,114.9679,115.9091,109.668,112.8601,102.8804,110.6843,35,41.1,40.1
"OR8U8",108.8437,123.8233,106.7703,114.8739,102.1242,99.46346,92.95264,114.317,39.3,48.6,37.1
"OR8U9",140.1199,160.0483,135.738,147.5559,150.5322,130.6269,115.6298,147.2161,38.95,39.75,37.6
"OR9A2",155.9712,147.0967,137.8457,148.039,142.9705,129.8538,119.2135,146.0263,40.1,44.3,40.4
"OR9A4",178.5422,189.5988,203.8439,194.31,198.9936,186.3627,172.2031,188.2124,39.6,37.8,36.2
"OR9G1",131.0025,140.4997,131.2783,127.3801,124.587,117.3413,107.8896,124.4788,37.9,41.7,43.7
"OR9G4",114.6125,118.2811,105.8661,112.3524,108.7744,105.0804,106.1721,118.1619,41.7,46.9,44.5
"OR9G9",133.1976,150.1291,126.6683,134.0753,138.0007,131.1932,106.8124,126.0186,44.6,44,42
"OR9I1",128.2632,149.3578,146.6076,132.8049,139.2808,131.1421,107.4197,145.4743,44.9,49.5,43.7
"OR9K2",128.0174,137.5093,128.8755,124.2568,139.7125,120.9947,115.4395,139.1082,38.7,41.3,38.4
"OR9Q1",120.788,130.0871,116.6999,115.6811,110.1664,108.182,101.0974,114.3546,42.5,45.3,39.4
"OR9Q2",137.6508,144.6634,114.0103,131.7352,123.5406,119.545,110.5064,128.4374,43,46.8,40.2
"ORAI1",400.5367,147.6103,149.0316,129.5358,152.3774,137.9402,156.7586,152.048,58.2,78.6,58.8
"ORAI2",154.3049,148.565,137.9429,154.646,143.6505,149.7168,114.8836,159.4474,40.6,48.4,43.5
"ORAI3",163.2827,133.834,174.8747,127.0193,131.7446,121.0657,196.1878,134.3695,90.6,73,69.5
"ORAOV1",316.6332,440.0124,272.5209,354.3235,302.2971,246.755,346.3702,357.9099,164.1,171.5,120
"ORC1L",187.0582,194.2333,156.0835,207.4483,185.1624,165.7112,134.6194,191.1006,44.3,42.8,45.7
"ORC2L",223.4413,366.9895,237.1275,325.8499,317.2692,242.8917,305.1743,335.6419,163.6,191.3,161.5
"ORC3L",340.9453,332.9995,358.1776,303.8061,308.7188,251.3059,365.7991,325.1226,117,132.1,117.7
"ORC4L",156.6225,208.6052,176.4547,171.4116,179.7318,144.0908,108.5129,185.2037,59.1,55.6,48.9
"ORC5L",312.9786,310.2851,233.8044,351.6194,291.5139,236.0141,244.7448,370.1113,114.9667,141.3,105.0667
"ORC6L",10497.91,19244.3,14801.64,16013.38,15668.74,14285.04,11122.47,16206.87,5810,6784.7,5789.25
"ORM1",133.1779,168.6297,128.6832,141.7725,154.8191,140.003,119.2685,145.8731,40.3,43.3,40.6
"ORM2",129.7962,147.8487,120.781,144.8289,137.7826,127.6406,105.0299,134.353,45.2,38.7,40.3
"ORMDL1",365.0183,572.8526,465.437,620.4894,691.5926,411.9102,895.364,608.8766,97.8,135,135.4
"ORMDL2",196.9515,210.6677,202.1583,239.4957,236.7756,224.5598,254.1987,239.6396,42.2,60.8,40.1
"ORMDL3",408.3674,451.2635,518.4193,942.0178,646.9904,203.6579,275.3621,482.8016,161,193.4,149.6
"OS9",394.9508,268.194,341.5662,481.4635,308.2072,256.8757,365.2284,274.0129,94.4,106.5,77.9
"OSAP",131.6744,151.6937,128.8855,145.0472,147.5145,132.8679,123.0087,157.468,48.55,45.95,45.5
"OSBP",1450.689,1746.732,1223.054,1533.372,2577.334,1197.525,1561.657,1130.125,675.4,866.7,614.9
"OSBP2",420.0304,240.6659,184.6164,188.7317,241.8375,303.3209,281.8373,220.5661,89.9,61.3,73.3
"OSBPL10",185.1595,168.0296,125.2832,201.4195,242.7191,320.9364,107.4879,178.0827,260.2,306.2,336.5
"OSBPL11",183.9056,211.6804,181.3221,216.5911,220.4949,181.2531,209.2699,185.1155,47.7,56.1,58.4
"OSBPL1A",281.6552,420.6303,335.016,496.8716,366.7839,407.3645,382.4305,206.008,106.5,150.2,128.5667
"OSBPL2",657.5887,536.6312,444.0401,387.988,714.067,291.0295,882.1571,544.7762,140.95,200.5,138.65
"OSBPL3",141.6355,196.3949,161.8961,168.7103,175.8978,176.5759,172.973,258.1649,70.3,70.05,101.4
"OSBPL5",193.2052,199.2913,182.8396,189.3305,217.8551,281.5481,208.2846,206.1362,234.55,279.45,172.7
"OSBPL6",129.8729,165.8414,141.7076,138.7998,129.1849,169.9617,114.3833,143.5611,48.6,52.3,55.55
"OSBPL7",196.0023,217.6518,237.4028,201.5367,245.5954,172.3912,347.8667,339.7333,122.85,142.5,89.95
"OSBPL8",267.5858,453.3698,291.5117,331.2264,346.8977,463.2845,352.7751,274.8913,66.25,74.05,81.7
"OSBPL9",284.4992,369.2071,421.5172,419.1693,400.5336,512.8286,408.2213,419.9178,166.7667,210.6,238.4333
"OSCAR",154.3427,166.002,149.9616,154.6142,164.7917,147.8323,129.5693,148.5327,47.9,57.25,51.25
"OSGEP",380.5549,271.6593,328.4518,289.3473,239.5353,342.8125,605.8485,333.7399,121.9,113.3,106.7
"OSGEPL1",137.1384,189.8519,158.299,180.6351,162.1717,146.0731,129.3251,154.0292,47.8,59.95,57.15
"OSGIN1",146.4893,154.7372,142.9338,139.2442,142.0713,131.9362,105.0629,146.8464,41.75,46.6,42.05
"OSGIN2",170.546,350.0341,197.108,228.0454,255.5418,185.567,186.9659,189.0209,56.1,65.5,78.7
"OSM",141.4541,156.5658,143.0076,158.6848,167.1958,348.1068,116.9908,159.7531,44.8,45.2,37.3
"OSMR",123.9167,141.086,145.5473,137.7311,139.7173,162.6632,106.0081,115.4549,40.8,60.3,106.9
"OSR1",4913.851,283.2668,2359.932,286.6319,357.8172,215.4352,1922.238,626.5228,648.9,850.2,279.2
"OSR2",135.3639,160.0102,143.8124,147.3185,135.9563,131.834,107.4723,126.4362,59.1,85.3667,45.1
"OSTF1",989.3892,695.0258,643.6057,828.693,719.6905,1774.763,1188.517,866.3953,317.1,508,780.2
"OSTM1",164.9213,202.497,167.7482,146.2722,182.0055,187.6645,179.073,160.9435,68.3,68.1,93.2
"OSTN",104.4019,119.8058,95.92397,107.0092,104.6155,100.3228,103.0208,122.3767,40.4,50.1,35.4
"OTC",135.8061,170.1653,133.2941,146.5855,130.5276,139.3515,112.7619,143.7348,37.9,41.5,43.6
"OTOA",114.8115,120.982,107.9736,116.6472,111.1516,106.4827,110.9626,115.2872,41.4333,43.3333,43
"OTOF",419.5056,140.4637,131.0293,197.6701,143.6973,114.6126,137.768,142.3175,46.7333,43.0333,41
"OTOG",127.9597,142.2461,121.7376,136.3193,121.3928,126.9388,100.2638,128.0621,41.7,46.2,41.6
"OTOL1",118.2932,116.3163,110.5184,119.4498,109.9162,109.1594,110.8268,122.8734,36.6,37.6,40.9
"OTOP1",121.6753,130.2198,114.7769,116.0662,108.4048,118.6373,106.4313,114.84,38,47.3,41.8
"OTOP2",109.2054,120.1704,109.9587,102.8145,100.6217,103.5747,102.0033,116.2959,39,47.6,44.7
"OTOP3",102.2544,136.0549,117.392,117.5317,104.4589,112.2761,105.0342,120.0351,37.4,40,37.3
"OTOR",140.5407,160.1625,139.2924,143.292,149.5069,144.8356,114.2941,151.901,41.15,42.45,39.2
"OTOS",101.6195,128.5565,111.2488,107.5117,109.4035,98.68133,101.0723,110.9824,42.5,34.3,39.2
"OTP",138.5236,175.2639,150.8285,153.7833,152.724,137.7355,119.107,165.241,45.4,44.3,43.45
"OTUB1",637.9803,347.6402,263.2874,223.9256,206.6157,191.2435,265.6554,231.4659,91.4333,117.2333,74.7667
"OTUB2",133.1082,133.5633,125.2473,133.0307,127.1231,136.0028,119.7216,128.0004,46.8333,46.9667,45.3333
"OTUD1",278.9057,199.9224,202.9413,193.5893,186.4189,171.1159,161.0215,168.3373,61.1,71.45,58
"OTUD3",155.5397,201.8767,147.2911,180.4984,170.9823,147.7597,126.4391,158.157,38.3,42.3,41.1
"OTUD4",134.7938,221.9854,166.6183,180.0522,215.5096,195.4517,170.5927,193.4247,61.6333,87.0667,73.9667
"OTUD5",211.5796,230.9892,181.338,213.7498,223.7682,166.7339,314.1628,174.5034,54.6,69.4,60.9
"OTUD6A",126.0187,141.6959,115.1346,132.3884,127.2431,122.295,130.6871,151.8381,41.6,47.8,44.6
"OTUD6B",223.9876,358.6378,237.1696,238.4836,290.8605,205.9624,210.7652,257.3587,56.75,82.7,83.45
"OTUD7A",146.208,164.0855,149.9834,149.7585,140.2638,140.7549,112.9055,144.3252,39.1,44.7,43.6333
"OTX1",117.9103,127.0745,114.4061,149.2373,117.9402,125.5403,109.0617,102.5815,43.3,44.3,43.8
"OTX2",113.4734,130.4171,108.7892,112.5576,113.0122,110.9497,116.9968,117.7004,43.9,45.7,40.3667
"OVCA2",123.8734,179.4945,134.1525,141.4466,135.8739,141.4743,118.2523,174.8803,42,38.3,40.3
"OVCH1",121.5841,139.9803,105.023,99.69099,121.4183,112.7938,100.9156,120.056,37.6,37.6,42
"OVCH2",132.487,155.7932,147.6011,148.0841,139.1468,136.5062,116.703,148.9395,41.5,44.4,38
"OVGP1",331.7195,831.4702,578.401,852.7511,418.3714,197.0763,527.6979,358.7383,295.8,162.5,295.1
"OVOL1",227.8074,215.5793,164.8286,159.837,137.5717,143.2895,196.9256,204.2195,64.4,62.8,47
"OVOL2",628.4844,330.4157,321.1701,461.044,777.3508,709.9571,888.9783,475.067,198.5,217.9,199.4
"OVOS",146.1064,184.2358,161.2148,153.2354,157.8055,128.5649,125.7657,145.164,41.8,48.4,36.2
"OVOS2",133.9378,152.9037,125.2979,138.6626,135.6854,118.9886,110.4941,132.7309,43.88,47.44,39.22
"OXA1L",358.5319,366.7271,508.4688,680.6797,508.846,562.7276,564.7712,694.678,234.5,277.7,272.8
"OXCT1",125.3648,192.8752,108.7404,162.4616,141.9939,207.1939,117.6609,121.6597,53.7,67.9,66.1
